"index","type","start","end","text"
"0","cue","00:00:06,000","00:00:07,320","[melodic chime]"
"1","cue","00:00:10,080","00:00:13,080","<i>♪ I'm learning to love myself ♪</i>"
"2","cue","00:00:13,160","00:00:16,440","Like, I full on thought he was
a talk show host when he came down."
"3","cue","00:00:16,520","00:00:19,000","- Same!
- He's got that Hollywood vibe to him,"
"4","cue","00:00:19,080","00:00:20,080","- doesn't he?
- Yeah."
"5","cue","00:00:21,600","00:00:23,480","The new guy, he really likes me."
"6","cue","00:00:23,560","00:00:26,000","He was, like, ""Do you like me?""
I was, like, ""Yeah!"" [laughs]"
"7","cue","00:00:26,080","00:00:27,800","Bryce is from L.A."
"8","cue","00:00:27,880","00:00:29,280","He lives on his boat, like,"
"9","cue","00:00:29,360","00:00:31,840","I don't know if that means
he's rich or he's broke."
"10","cue","00:00:33,160","00:00:36,160","<i>♪ I'm learning to love myself ♪</i>"
"11","cue","00:00:37,560","00:00:39,360","<i>Earlier today, it was hunk-ahoy</i>"
"12","cue","00:00:39,440","00:00:42,240","<i>when nautical nympho Bryce
washed up at the retreat</i>"
"13","cue","00:00:42,320","00:00:43,920","<i>on the hunt for booty.</i>"
"14","cue","00:00:44,680","00:00:47,480","<i>And he's already talking
about his aye-aye for the ladies.</i>"
"15","cue","00:00:47,560","00:00:49,720","I have sex every day... Um..."
"16","cue","00:00:49,800","00:00:52,320","and it's never with the same girl."
"17","cue","00:00:52,400","00:00:55,280","<i>But Captain Bryce is quickly finding out
that this retreat</i>"
"18","cue","00:00:55,360","00:00:56,600","<i>won't be plain sailing,</i>"
"19","cue","00:00:56,680","00:01:00,360","<i>and his new first mates
are filling him in on their love voyages.</i>"
"20","cue","00:01:00,440","00:01:03,000","We're all here
for personal development, so..."
"21","cue","00:01:03,080","00:01:06,400","I haven't been able to connect with anyone
on a deeper level besides sex."
"22","cue","00:01:06,480","00:01:07,600","I kinda separated myself"
"23","cue","00:01:07,680","00:01:10,000","- because my guard's up so high.
- I got you."
"24","cue","00:01:10,280","00:01:13,560","[Sharron] Um, Rhonda...
I'm just hoping I can open up to her."
"25","cue","00:01:13,640","00:01:16,120","I don't want to be heartless
or feel like this my whole life."
"26","cue","00:01:16,200","00:01:18,400","- So, you and Rhonda.
- Yeah, bro."
"27","cue","00:01:18,840","00:01:22,160","I've been pushing Rhonda away.
It's not that I'm not into her."
"28","cue","00:01:22,240","00:01:25,080","It's just, feelings may develop
that I may not be ready for."
"29","cue","00:01:25,640","00:01:28,480","I just need a little bit of distance.
Hopefully, she can respect that."
"30","cue","00:01:30,840","00:01:33,560","<i>Rhonda and Sharron
aren't the only frosty couple</i>"
"31","cue","00:01:33,640","00:01:35,921","<i>- to be put on ice.</i>
- Do you think you would feel some way"
