"index","type","start","end","text"
"0","cue","00:00:02,600","00:00:05,880","{\an8}[narrator] <i>Previously on</i>
Love Island Australia<i>…</i>"
"1","cue","00:00:07,320","00:00:09,440","<i>Conor called it quits…</i>"
"2","cue","00:00:09,520","00:00:11,560","My intentions are to talk
to other people here."
"3","cue","00:00:11,640","00:00:15,520","Mate, talk to whoever you want. All good."
"4","cue","00:00:15,600","00:00:17,680","[narrator] <i>…Mitch ditched Maddy…</i>"
"5","cue","00:00:17,760","00:00:20,160","My mind is pretty set on Phoebe, you know?"
"6","cue","00:00:20,240","00:00:21,520","Yeah."
"7","cue","00:00:22,360","00:00:23,800","[narrator] <i>And when Al arrived…</i>"
"8","cue","00:00:25,520","00:00:27,360","-[screaming]
-Oh, my God!"
"9","cue","00:00:27,440","00:00:29,480","[Stella] There could not be anyone hotter."
"10","cue","00:00:29,560","00:00:31,320","He is such a bomb."
"11","cue","00:00:31,400","00:00:33,400","[narrator] <i>…it was all-out </i>MAFS<i>.</i>"
"12","cue","00:00:33,480","00:00:35,400","Honestly, I feel like I have
tunnel vision right now."
"13","cue","00:00:35,480","00:00:37,800","[narrator] <i>Mayhem at first shoey.</i>"
"14","cue","00:00:37,880","00:00:39,960","[cheering, screaming]"
"15","cue","00:00:44,840","00:00:47,280","[narrator] <i>Tonight…</i>"
"16","cue","00:00:48,560","00:00:51,400","I messed up big time.
I feel absolutely awful."
"17","cue","00:00:51,480","00:00:53,160","[narrator] <i>Austen makes a boo-boo…</i>"
"18","cue","00:00:53,240","00:00:55,360","I hate boys."
"19","cue","00:00:55,440","00:00:56,360","I hate 'em."
"20","cue","00:00:56,440","00:00:59,160","I don't think I can give him
the benefit of the doubt."
"21","cue","00:00:59,760","00:01:04,080","[narrator] <i>…and it's ""Almageddon""</i>
<i>as the battle for the bomb intensifies.</i>"
"22","cue","00:01:04,160","00:01:05,640","[Holly] Jess's tactic is to kiss 'em."
"23","cue","00:01:05,720","00:01:08,880","It's what she's done with every
other bomb in here. Pisses me off."
"24","cue","00:01:09,480","00:01:11,200","You'll have to work harder
for a kiss with me."
"25","cue","00:01:11,280","00:01:13,040","Oh, okay."
"26","cue","00:01:13,120","00:01:15,080","[Maddy] We had a little kiss."
"27","cue","00:01:15,160","00:01:16,640","-Did you put your tongue in?
-Yes."
"28","cue","00:01:16,720","00:01:18,440","-[Jess] Did he put his tongue in?
-Yes."
"29","cue","00:01:18,520","00:01:21,120","[narrator] <i>But who will win his heart?</i>"
"30","cue","00:01:21,200","00:01:24,480","[Al] The girl I would
like to couple up with is…"
"31","cue","00:01:41,800","00:01:42,960","[cheering]"
"32","cue","00:01:46,160","00:01:48,960","[Mitchell] It's almost like
Brad Pitt walked into the villa."
"33","cue","00:01:53,320","00:01:56,400","All the girls have their attention on him."
"34","cue","00:01:56,480","00:01:59,040","I think all the boys need
to be worried about Al."
"35","cue","00:01:59,120","00:02:00,920","-[Al] Yeah.
-Sexy."
"36","cue","00:02:04,120","00:02:07,880","It's fierce. It's almost like tigers
in the wild ready to feast."
"37","cue","00:02:07,960","00:02:09,400","Say, ""Sexy."""
"38","cue","00:02:09,479","00:02:10,919","Sexy."
