"index","type","start","end","text"
"0","cue","00:00:05,560","00:00:09,360","[narrator]
<i>Previously on</i> Love Island Australia<i>…</i>"
"1","cue","00:00:09,440","00:00:11,560","[""Devils Got You Beat"" playing]"
"2","cue","00:00:12,720","00:00:15,800","[narrator]
<i>The Islanders showed their wild side.</i>"
"3","cue","00:00:15,880","00:00:17,560","I just went into Magic Mike mode."
"4","cue","00:00:18,400","00:00:19,920","Oh, my God. This is so hot. [chuckles]"
"5","cue","00:00:20,000","00:00:21,920","[narrator] <i>Phoebe picked a side.</i>"
"6","cue","00:00:22,000","00:00:25,960","I can already picture
my life on the outside with OG Mitch."
"7","cue","00:00:26,040","00:00:28,680","So I feel like that means
that I am closed off."
"8","cue","00:00:28,760","00:00:30,080","[Mitch] I think she's jumped the gun."
"9","cue","00:00:30,160","00:00:32,840","I mean, we were literally
just getting to know each other."
"10","cue","00:00:33,440","00:00:36,360","[narrator]
<i>And when ex Tina crashed the villa…</i>"
"11","cue","00:00:38,120","00:00:39,920","-I'm Callum, nice to meet you.
-Tina. Hey."
"12","cue","00:00:40,000","00:00:41,960","[Jordan] Tina! [shouts]"
"13","cue","00:00:42,040","00:00:44,640","-[narrator] <i>Mitch was beside himself.</i>
-[contestants gasp]"
"14","cue","00:00:47,160","00:00:48,600","[Al] Welcome to <i>Love Island</i>, bro."
"15","cue","00:00:50,480","00:00:52,640","[narrator] <i>Tonight…</i>"
"16","cue","00:00:52,720","00:00:55,680","Did you think you could really be
on <i>Love Island</i> without Tina?"
"17","cue","00:00:55,760","00:00:57,080","[narrator growls] <i>Tina.</i>"
"18","cue","00:00:57,160","00:00:58,840","Mitch looked rattled."
"19","cue","00:00:58,920","00:00:59,920","[narrator growls] <i>Mitch.</i>"
"20","cue","00:01:00,000","00:01:03,200","It's like a setting where we met,
and then we've done all this--"
"21","cue","00:01:03,280","00:01:05,200","Aw, you're getting sentimental."
"22","cue","00:01:05,280","00:01:07,680","I just feel like
you've shat on everything so hard."
"23","cue","00:01:09,360","00:01:12,400","[crying] Yeah, for me, seeing her
just brings back memories, to be honest."
"24","cue","00:01:13,120","00:01:14,840","[sighs, inhales deeply]"
"25","cue","00:01:14,920","00:01:16,440","[narrator] <i>Not enough drama?</i>"
"26","cue","00:01:17,520","00:01:19,400","Tonight, you are in the firing line."
"27","cue","00:01:19,480","00:01:22,440","[narrator] <i>How about a surprise dumping?</i>"
"28","cue","00:01:25,640","00:01:28,760","<i>Love Island's</i> been such a cheeky monkey
this year, don't you think?"
"29","cue","00:01:42,000","00:01:44,680","[eerie music playing]"
"30","cue","00:01:49,640","00:01:51,000","[contestants cheering] Yeah!"
"31","cue","00:01:53,640","00:01:55,920","-[phone beeps]
-[Callum] I got a text!"
"32","cue","00:01:56,000","00:01:57,920","[contestants groan]"
"33","cue","00:01:58,520","00:02:01,920","""Callum. A new girl will enter the villa
in 15 minutes."""
"34","cue","00:02:02,000","00:02:03,960","-[contestants gasp, groan]
-No way!"
"35","cue","00:02:04,040","00:02:07,960","""You will welcome her with a private date
at the Tunnel of Love."""
