"index","type","start","end","text"
"0","cue","00:00:03,400","00:00:07,440","[narrator] <i>Previously on</i>
Love Island Australia<i>…</i>"
"1","cue","00:00:08,400","00:00:10,560","<i>Conor made Holly jolly.</i>"
"2","cue","00:00:10,640","00:00:12,840","We have good banter,
there is more than a friendship there."
"3","cue","00:00:12,920","00:00:14,400","[kisses] That was cute."
"4","cue","00:00:14,480","00:00:17,080","[narrator] <i>Austen called Claudia ""Layla.""</i>"
"5","cue","00:00:17,160","00:00:18,680","-[Mitchell laughs]
-[Austen] I messed up."
"6","cue","00:00:18,760","00:00:20,680","It was just a simple slip of the tongue."
"7","cue","00:00:20,760","00:00:24,000","I hate boys. I hate them."
"8","cue","00:00:24,080","00:00:25,200","[narrator] <i>You tell him Layla.</i>"
"9","cue","00:00:25,880","00:00:28,280","MAFS <i>bomb, Al, made his choice.</i>"
"10","cue","00:00:28,360","00:00:31,640","The girl I would like
to couple up with is Jess."
"11","cue","00:00:32,400","00:00:33,440","[Jess squeals]"
"12","cue","00:00:33,520","00:00:35,480","[narrator] <i>There was a recouple shuffle.</i>"
"13","cue","00:00:35,560","00:00:36,600","Stella."
"14","cue","00:00:36,680","00:00:38,760","-Claudia.
-Phoebs."
"15","cue","00:00:38,840","00:00:40,160","-Holly.
-Maddy."
"16","cue","00:00:40,840","00:00:41,920","Layla."
"17","cue","00:00:42,000","00:00:45,600","[narrator] <i>And Phoebe and Mitch</i>
<i>had a night in the Hideaway.</i>"
"18","cue","00:00:45,680","00:00:47,440","It's just nice to have some alone time"
"19","cue","00:00:47,520","00:00:49,440","and just explore that connection further."
"20","cue","00:00:49,520","00:00:51,600","[narrator] <i>Whew, so much going on.</i>"
"21","cue","00:00:52,200","00:00:55,480","This shouldn't be called <i>Love Island</i>.
This should be called <i>Drama Island</i>."
"22","cue","00:00:56,320","00:00:58,440","[narrator] <i>You are so right, Layla.</i>"
"23","cue","00:00:59,880","00:01:02,440","<i>Tonight…</i>"
"24","cue","00:01:04,120","00:01:05,960","<i>A little love here…</i>"
"25","cue","00:01:06,040","00:01:09,520","It finally happened. It was so nice."
"26","cue","00:01:09,600","00:01:11,240","[narrator] …<i>a little love there</i>…"
"27","cue","00:01:12,080","00:01:14,160","[Tak] <i>Love Island</i> has just begun for Tak."
"28","cue","00:01:17,400","00:01:20,600","[narrator]
…<i>till in walks Sophie to declare</i>…"
