"index","type","start","end","text"
"0","cue","00:00:04,840","00:00:07,880","[narrator]
<i>Previously on</i> Love Island Australia<i>…</i>"
"1","cue","00:00:08,640","00:00:11,600","The girl
I'd like to couple up with is Layla."
"2","cue","00:00:12,560","00:00:14,800","-Holly.
-[narrator] <i>The first recoupling…</i>"
"3","cue","00:00:14,880","00:00:16,040","Mitch."
"4","cue","00:00:16,120","00:00:17,360","Austen."
"5","cue","00:00:17,440","00:00:18,760","Conor."
"6","cue","00:00:19,640","00:00:23,440","<i>…saw Stella make a heartbreaking decision.</i>"
"7","cue","00:00:23,520","00:00:25,040","Jordan."
"8","cue","00:00:25,120","00:00:27,520","[Sophie] Unfortunately, Andre,
you have been left single"
"9","cue","00:00:27,600","00:00:29,840","and you have been dumped from the villa."
"10","cue","00:00:29,920","00:00:31,560","[narrator] <i>Adios, Andre.</i>"
"11","cue","00:00:31,640","00:00:33,600","[""Boom"" playing]"
"12","cue","00:00:33,680","00:00:37,480","<i>Then we dropped a bomb… shell.</i>"
"13","cue","00:00:37,560","00:00:41,240","-I'm gonna get in there and shake it up.
-[narrator] <i>Hola, Maddy.</i>"
"14","cue","00:00:41,320","00:00:43,760","Maddy is hot with a capital H."
"15","cue","00:00:43,840","00:00:45,720","[Claudia and Phoebe]
Why are they hugging like that?"
"16","cue","00:00:45,800","00:00:47,120","Like it's the best day ever."
"17","cue","00:00:47,200","00:00:48,600","So who's coupled up with who?"
"18","cue","00:00:48,680","00:00:50,000","I'm coupled up with Phoebe."
"19","cue","00:00:50,080","00:00:51,160","Is the door shut?"
"20","cue","00:00:51,240","00:00:53,960","I'm not scared
about stepping on anyone's toes."
"21","cue","00:00:54,040","00:00:55,480","May the best woman win."
"22","cue","00:00:55,560","00:00:57,960","[Islanders exclaiming]"
"23","cue","00:00:58,560","00:01:00,000","[Claudia]
Yeah, I have got a message for Maddy."
"24","cue","00:01:00,080","00:01:01,400","Back the fuck--"
"25","cue","00:01:01,960","00:01:03,480","[narrator] <i>I think what she meant was,</i>"
"26","cue","00:01:03,560","00:01:06,480","<i>""Welcome to the villa, Maddy.</i>
<i>Let's be best friends.""</i>"
"27","cue","00:01:08,160","00:01:09,960","<i>Tonight…</i>"
"28","cue","00:01:10,960","00:01:13,440","We're a lot more compatible
than I realized, you know?"
"29","cue","00:01:13,520","00:01:14,440","Maybe."
"30","cue","00:01:14,520","00:01:16,360","<i>…Maddy makes moves.</i>"
"31","cue","00:01:16,880","00:01:19,280","If there was a recoupling tomorrow…"
"32","cue","00:01:19,360","00:01:20,240","Yeah?"
"33","cue","00:01:20,320","00:01:23,040","…and if I chose you,
would you be mad? [echoes]"
"34","cue","00:01:23,720","00:01:25,320","[narrator] <i>Chaos ensues.</i>"
"35","cue","00:01:25,400","00:01:28,800","[crying] Everyone always leaves me
for someone else."
"36","cue","00:01:28,880","00:01:29,840","Are you kidding me?"
"37","cue","00:01:29,920","00:01:32,120","Conor, there's only so much I can take"
"38","cue","00:01:32,200","00:01:33,960","before I'm sick of it
and I'm gonna call it."
"39","cue","00:01:34,040","00:01:36,520","[narrator] <i>But who will she choose?</i>"
"40","cue","00:01:36,600","00:01:39,920","So, the boy
that I would like to couple up with is…"
"41","cue","00:02:00,320","00:02:02,520","[""Scream My Name"" playing]"
"42","cue","00:02:02,600","00:02:04,360","""Kiss the new girl."""
"43","cue","00:02:04,440","00:02:07,240","[Islanders cheering]"
"44","cue","00:02:07,320","00:02:08,560","[Jess] Oh, my God!"
"45","cue","00:02:10,280","00:02:12,520","[Phoebe] I don't think Maddy cares
about the girls in here."
"46","cue","00:02:12,600","00:02:14,840","I'm definitely worried
that Maddy has eyes for Mitch."
"47","cue","00:02:19,480","00:02:22,400","For the right guy,
I'm just gonna go in all guns blazing."
"48","cue","00:02:22,920","00:02:25,440","Fuck it. This is <i>Love Island</i>, baby."
"49","cue","00:02:25,520","00:02:27,840","[Islanders cheering]"
"50","cue","00:02:28,440","00:02:30,240","Maddy's going to cause trouble
in this villa."
"51","cue","00:02:32,200","00:02:33,560","""Kiss your favorite brunette."""
"52","cue","00:02:41,960","00:02:43,440","[narrator] <i>During Truth or Dare,</i>"
"53","cue","00:02:43,520","00:02:47,080","<i>Jordan was blown away</i>
<i>by Maddy's sophistication,</i>"
"54","cue","00:02:47,160","00:02:51,760","<i>her intelligence</i>
<i>and I think there was something else.</i>"
"55","cue","00:02:51,840","00:02:56,560","It was very nice having Maddy's big bunda
giving a little shake in front of me."
"56","cue","00:02:56,640","00:02:58,600","Yeah, definitely can't complain with that."
"57","cue","00:02:58,680","00:03:01,520","[Maddy]
Classic Aussie bogan with no shoes."
"58","cue","00:03:01,600","00:03:02,600","[Jordan] Don't judge."
"59","cue","00:03:02,680","00:03:04,280","-[Maddy] I know, I shouldn't.
-[Jordan] I'm no bogan."
"60","cue","00:03:04,360","00:03:06,760","-[Maddy] Sorry, the mullet threw me off.
-Yeah, I'm not a bogan."
"61","cue","00:03:06,840","00:03:08,400","-Am I a bogan, Mitch?
-[Mitchell] Ah, yeah."
"62","cue","00:03:08,480","00:03:10,640","[all laugh]"
"63","cue","00:03:12,440","00:03:13,960","[Jordan] I promise I'm not a bogan."
"64","cue","00:03:14,040","00:03:16,400","-I'm just an Aussie.
-[Maddy] Convince me-- How are you not?"
"65","cue","00:03:16,480","00:03:18,520","Originally, country Victorian boy."
"66","cue","00:03:18,600","00:03:20,720","-Really?
-I lived on the Gold Coast, yeah."
"67","cue","00:03:20,800","00:03:22,880","[Stella]
Really hope she doesn't go for Jordan."
"68","cue","00:03:22,960","00:03:24,200","[Holly] You feel a bit threatened."
"69","cue","00:03:24,280","00:03:26,000","-You have every reason…
-Yeah."
"70","cue","00:03:26,080","00:03:29,360","…to feel a little bit ""hmm""
about a new girl being in here."
"71","cue","00:03:29,440","00:03:32,680","She chose to give him the lap dance,
and then they also shared a kiss."
"72","cue","00:03:32,760","00:03:37,120","Yeah, but she might like him.
He might not like her at all. At all."
"73","cue","00:03:37,200","00:03:40,800","But that's the part I'm stressed about.
I'm more stressed about him liking her."
"74","cue","00:03:40,880","00:03:44,040","No. No, I'm not even worried about that."
"75","cue","00:03:44,120","00:03:45,720","There's two people in this equation"
"76","cue","00:03:45,800","00:03:48,680","and I don't think
she's Jordan's type at all. At all."
"77","cue","00:03:49,320","00:03:50,880","[Jordan] My routine, if I'm off,"
"78","cue","00:03:50,960","00:03:53,280","I'll watch the sunrise
as I'm walking along the beach."
"79","cue","00:03:53,360","00:03:54,640","-Oh, my God, that's sick.
-Yeah,"
"80","cue","00:03:54,720","00:03:59,680","and maybe something to eat,
go to the gym, tan, surf, enjoy the sun."
"81","cue","00:03:59,760","00:04:02,400","Then catch up with friends for food
or something like that."
"82","cue","00:04:02,480","00:04:05,400","That sounds like my ideal day,
minus the surf. I can't surf."
"83","cue","00:04:05,480","00:04:07,520","-That's all right.
-But I'll still go to the beach."
