"index","type","start","end","text"
"0","cue","00:00:02,560","00:00:06,080","[narrator] <i>Previously on</i>
Love Island Australia…"
"1","cue","00:00:07,160","00:00:08,400","Are you kidding me?"
"2","cue","00:00:09,120","00:00:11,160","Conor, there's only so much I can take"
"3","cue","00:00:11,240","00:00:12,960","before I'm sick of it
and I'm gonna call it."
"4","cue","00:00:13,040","00:00:14,880","[narrator] <i>Romance on the rocks.</i>"
"5","cue","00:00:14,960","00:00:17,000","If I chose you, would you be mad?"
"6","cue","00:00:17,080","00:00:18,080","I wouldn't be angry."
"7","cue","00:00:18,160","00:00:20,720","You basically just gave her
a free pass to pick you."
"8","cue","00:00:20,800","00:00:23,320","[Mitchell] I really thought
honesty was the best policy."
"9","cue","00:00:23,400","00:00:25,680","But, yeah, that's really not the case."
"10","cue","00:00:25,760","00:00:29,760","[crying] Everyone always leaves me
for someone else."
"11","cue","00:00:29,840","00:00:33,040","[narrator] <i>And new bomb Maddy</i>
<i>made a steal.</i>"
"12","cue","00:00:33,120","00:00:37,280","The boy that I would like
to couple up with is Mitchell."
"13","cue","00:00:42,240","00:00:44,240","[narrator] <i>Tonight…</i>"
"14","cue","00:00:44,920","00:00:47,320","I feel like you don't even want to,
like, hug me."
"15","cue","00:00:48,000","00:00:49,640","You need to respect that, like…"
"16","cue","00:00:49,720","00:00:51,880","-Yeah.
-…that makes me feel like shit."
"17","cue","00:00:53,080","00:00:54,960","[narrator] <i>Couples in chaos.</i>"
"18","cue","00:00:55,040","00:00:58,120","I feel as though we are kinda, like,
not on the same wavelength at the moment."
"19","cue","00:00:58,200","00:00:59,480","It's quite toxic."
"20","cue","00:00:59,560","00:01:01,560","Actions speak louder than words,
and I feel like,"
"21","cue","00:01:01,640","00:01:03,760","you know, you were saying, like,
""You're open."""
"22","cue","00:01:03,840","00:01:07,600","I feel like I needed to confirm with you
that, like, you're definitely open."
"23","cue","00:01:07,680","00:01:10,400","[Mitchell] I am confused.
I still like Phoebe so much,"
"24","cue","00:01:10,480","00:01:12,760","but I don't wanna just fob Maddy off."
"25","cue","00:01:13,320","00:01:16,200","[narrator] <i>And while the boys are away…</i>"
"26","cue","00:01:16,280","00:01:18,160","-Cheers, boys, to the memories.
-To the memories."
"27","cue","00:01:19,080","00:01:22,280","[narrator] <i>…Al from </i>MAFS <i>comes to play.</i>"
"28","cue","00:01:23,280","00:01:25,200","-[screaming]
-Oh, my God."
"29","cue","00:01:25,280","00:01:28,040","Did you girls order a bombshell or what?
[chuckles]"
"30","cue","00:01:28,120","00:01:32,000","There could not be anyone hotter,
more fun than Al."
"31","cue","00:01:32,080","00:01:34,320","Like he is such a bomb."
"32","cue","00:01:34,400","00:01:35,480","Well, you're the shiny new toy."
"33","cue","00:01:35,560","00:01:38,440","-The shiny new toy.
-Yeah, everyone wants to have a ride."
"34","cue","00:01:38,520","00:01:40,520","Honestly, I feel like I have tunnel vision
right now."
"35","cue","00:01:41,960","00:01:44,240","It's almost like
Brad Pitt walked into the villa."
"36","cue","00:01:44,320","00:01:45,440","[cheering]"
"37","cue","00:02:13,960","00:02:16,840","""Maddy… [sighs]
…the time has come for you to couple up"
"38","cue","00:02:16,920","00:02:18,760","by stealing someone's partner."""
"39","cue","00:02:24,720","00:02:27,720","So, the boy that I would like
to couple up with is…"
"40","cue","00:02:35,240","00:02:36,560","Mitchell."
"41","cue","00:02:51,080","00:02:51,920","[phone pings]"
"42","cue","00:02:52,000","00:02:54,440","""Phoebe… [chuckles] …you are now single."
"43","cue","00:02:55,480","00:02:57,320","Being single leaves you vulnerable."""
"44","cue","00:03:08,200","00:03:11,600","[narrator] <i>It's gonna get awkward, Moon.</i>"
"45","cue","00:03:12,400","00:03:13,240","[Mitchell sighs]"
"46","cue","00:03:15,280","00:03:16,280","[chuckles]"
"47","cue","00:03:18,080","00:03:19,600","[Callum] <i>Love Island</i>, baby."
"48","cue","00:03:19,680","00:03:21,600","-That's right.
-Well, let's just ride this."
"49","cue","00:03:21,680","00:03:23,440","-[Maddy] Phoebe, when and if you're ready…
-No, it's okay."
"50","cue","00:03:23,520","00:03:25,400","…I'd like to pull you for a chat later."
"51","cue","00:03:25,920","00:03:28,240","[chattering indistinctly]"
"52","cue","00:03:31,680","00:03:34,640","[exhales sharply] Relax, relax.
Be nice, be nice."
"53","cue","00:03:34,720","00:03:37,400","'Cause obviously, like, it's
a shit situation for Maddy to be put in."
"54","cue","00:03:37,480","00:03:39,920","Like, I understand that.
It would have been a hard decision."
"55","cue","00:03:40,000","00:03:42,320","But, like, also, don't mess with me
and don't steal my man,"
"56","cue","00:03:42,400","00:03:44,000","who's obviously my man."
"57","cue","00:03:44,080","00:03:45,120","You know what I mean?"
"58","cue","00:03:45,200","00:03:48,080","I genuinely do get it.
Obviously, it's shit, but like--"
"59","cue","00:03:48,160","00:03:50,760","I mean, you can't complain.
Obviously, Mitch is a good guy."
"60","cue","00:03:50,840","00:03:52,040","[laughing] Yeah, agreed."
"61","cue","00:03:52,120","00:03:53,760","-[Phoebe] He's a good man.
-[Maddy] It's a compliment really."
"62","cue","00:03:53,840","00:03:55,400","-[Austen] He's too good.
-[Maddy] You've got good taste."
"63","cue","00:03:55,480","00:03:57,600","-[Phoebe] But I will fight you for him.
-[Maddy] Absolutely."
"64","cue","00:03:57,680","00:04:01,440","I'd expect nothing less, you know?
May the best woman win."
"65","cue","00:04:01,520","00:04:04,880","As if you'd say that, bro.
Like, it's not a game."
"66","cue","00:04:04,960","00:04:07,880","These are my real feelings
that you're trying to toy with."
"67","cue","00:04:07,960","00:04:09,160","No, it's not gonna work anyway."
"68","cue","00:04:09,240","00:04:11,200","Just because you stole him
doesn't mean shit to me."
"69","cue","00:04:12,040","00:04:14,320","-It's what it is, isn't it?
-[Maddy] Yes, it is."
"70","cue","00:04:14,400","00:04:16,279","Anyway, now I get to know you
a little bit better."
"71","cue","00:04:16,360","00:04:18,640","-Yeah, exactly. Exactly.
-[people chattering]"
"72","cue","00:04:18,720","00:04:20,720","-[Mitchell] You wanna chat?
-Yeah. Let's go."
"73","cue","00:04:21,399","00:04:24,520","[Mitchell] I'm flattered that
Maddy chose me. Maddy has balls."
"74","cue","00:04:24,600","00:04:28,000","For her to do that
shows she's not here to mess around."
"75","cue","00:04:28,080","00:04:31,000","I know it's, like,
a really awkward situation."
"76","cue","00:04:31,080","00:04:32,240","So just don't stress out."
"77","cue","00:04:32,320","00:04:34,480","I don't think you're
the type of person to stress, are you?"
"78","cue","00:04:34,560","00:04:37,520","[Maddy] Honestly, would have depended on
how that was received by everyone else."
"79","cue","00:04:37,600","00:04:40,920","Like, I was prepared to literally
have to spend the next couple of days,"
"80","cue","00:04:41,000","00:04:44,040","-like, with no one talking to me…
-Yeah."
"81","cue","00:04:44,120","00:04:46,720","-…being isolated from the group.
-Nah. You won't be."
"82","cue","00:04:46,800","00:04:48,720","-You won't be.
-I was like, ""If that does happen,"
"83","cue","00:04:48,800","00:04:50,720","if worst comes to worst, I can handle it."""
"84","cue","00:04:50,800","00:04:52,600","-I'm not gonna die. You know what I mean?
-Yeah."
"85","cue","00:04:52,680","00:04:53,960","-It'll be fine.
-Yeah."
"86","cue","00:04:54,040","00:04:57,080","I feel exhilarated
by everything that happened,"
"87","cue","00:04:57,160","00:04:58,720","and the entire recoupling."
"88","cue","00:04:58,800","00:05:02,160","I did what had to be done,
and I don't have any regrets."
"89","cue","00:05:03,640","00:05:05,440","[Phoebe] She said something to me."
"90","cue","00:05:05,520","00:05:07,000","[Layla] Oh, really?"
"91","cue","00:05:07,080","00:05:09,960","-[Phoebe] Now shut up, you fucking dump.
-[Layla] That's also our teepee."
"92","cue","00:05:10,040","00:05:11,720","{\an8}-[both laughing]
-[Layla] Can I say something?"
"93","cue","00:05:12,680","00:05:15,120","Some memorable shit
has gone down in that teepee."
"94","cue","00:05:15,200","00:05:16,920","Yeah, fucking off this whole place."
"95","cue","00:05:17,000","00:05:19,280","-Everyone gives me PTSD now.
-Literally."
"96","cue","00:05:19,360","00:05:20,680","[Mitchell] How was Phoebe
when you spoke to her?"
"97","cue","00:05:20,760","00:05:22,240","-She was all right.
-She was all right?"
"98","cue","00:05:22,320","00:05:24,200","Yeah, she's putting
on a brave face, I think."
"99","cue","00:05:24,280","00:05:26,120","-Yeah.
-I've been saying to her,"
"100","cue","00:05:26,200","00:05:28,040","""I am open,"" you know?"
"101","cue","00:05:28,120","00:05:30,320","But, like, I think…"
"102","cue","00:05:30,400","00:05:32,160","Yeah, I don't know."
"103","cue","00:05:32,240","00:05:34,880","-I just don't really know. You know?
-Yeah."
"104","cue","00:05:34,960","00:05:36,320","I'm open to being open."
"105","cue","00:05:37,040","00:05:38,240","-Yeah.
-Yeah."
"106","cue","00:05:38,320","00:05:40,240","You can just say you're open. It's okay."
"107","cue","00:05:40,320","00:05:42,400","There's no shame in that.
There's no shame in admitting"
"108","cue","00:05:42,480","00:05:44,560","you're open
to getting to know other people."
"109","cue","00:05:44,640","00:05:47,000","[Mitchell] Yeah, I know.
I feel really bad, like--"
"110","cue","00:05:47,080","00:05:49,000","[Maddy] That's all right.
I'm sure she knows"
"111","cue","00:05:49,080","00:05:50,880","-that you obviously care about her.
-Yeah."
"112","cue","00:05:50,960","00:05:52,200","-So…
-Yeah."
"113","cue","00:05:52,800","00:05:54,600","-She was actually super nice about it.
-Yeah?"
"114","cue","00:05:54,680","00:05:57,360","-I wasn't expecting that.
-Yeah, she's a sweetheart."
"115","cue","00:05:57,440","00:05:58,440","Mmm."
"116","cue","00:05:58,520","00:06:03,480","[narrator] <i>And cut to camera two where</i>
<i>Phoebe is, indeed, being a sweetheart.</i>"
"117","cue","00:06:03,560","00:06:05,840","I fully just wanted to fight her."
"118","cue","00:06:05,920","00:06:10,240","And her making a speech,
""Here's to stepping on toes."""
"119","cue","00:06:10,320","00:06:11,720","I was like, ""Bitch."""
"120","cue","00:06:11,800","00:06:13,040","[incoherent babbling]"
"121","cue","00:06:13,120","00:06:15,480","-""You're taking the wrong person.""
-No. [laughs]"
"122","cue","00:06:15,560","00:06:18,240","-[laughs] ""I will fight you.""
-I know."
"123","cue","00:06:18,320","00:06:20,960","Why would she pick someone
that's not into her?"
"124","cue","00:06:21,040","00:06:22,240","I don't know."
"125","cue","00:06:22,320","00:06:25,320","Seriously, read the room.
She can't read the room."
"126","cue","00:06:25,400","00:06:28,800","[Phoebe] I mean, she can't read the room.
That's literally her thing."
"127","cue","00:06:28,880","00:06:33,720","Maddy is boring and reserved
and very, like, direct."
"128","cue","00:06:33,800","00:06:36,920","And just like-- She's just like--
We haven't even vibed."
"129","cue","00:06:37,000","00:06:39,840","Like, before this whole thing,
me and her just aren't vibing"
"130","cue","00:06:39,920","00:06:41,800","because we're
very different, opposite people."
"131","cue","00:06:41,880","00:06:44,760","So if I'm Mitch's type,
she's the opposite to me."
"132","cue","00:06:44,840","00:06:47,600","She's not Mitch's type, so I'm winning.
I'm the best woman."
"133","cue","00:06:47,680","00:06:49,440","Maddy is not. It's-- It's done."
"134","cue","00:06:49,520","00:06:51,760","I feel like you've had nearly
the whole experience now."
"135","cue","00:06:51,840","00:06:54,480","You found someone,
and then you had them taken from you."
"136","cue","00:06:54,560","00:06:56,480","-Yeah.
-You've given me the full experience."
"137","cue","00:06:56,560","00:06:59,360","I'm encouraging you to open yourself up
to more people as well."
"138","cue","00:06:59,440","00:07:01,440","-You've gotta do it, honestly.
-Yeah. That's good."
"139","cue","00:07:01,520","00:07:03,280","Grab <i>Love Island</i> by the balls"
"140","cue","00:07:03,360","00:07:05,680","and just be like,
""Fuck yeah. This is what I'm here for."""
"141","cue","00:07:05,760","00:07:06,920","Exactly."
"142","cue","00:07:07,000","00:07:09,880","There could be a new guy coming tomorrow
and Phoebe could be jumping on it."
"143","cue","00:07:09,960","00:07:12,920","-Exactly. If he's an AFL player. [blowing]
-[laughing]"
"144","cue","00:07:14,120","00:07:17,000","I'm just glad you're not gone.
I would have had no friends."
"145","cue","00:07:17,080","00:07:19,120","I would have actually killed that girl."
"146","cue","00:07:19,200","00:07:20,520","Who the fuck do I talk to now?"
"147","cue","00:07:20,600","00:07:22,720","Everyone's walking around ogling, like,
""Are you okay?"""
"148","cue","00:07:22,800","00:07:25,160","I'm like, ""Don't speak to me.
Don't ask me that."""
"149","cue","00:07:25,240","00:07:26,800","It's okay. I'm with you. It's fine."
"150","cue","00:07:26,880","00:07:29,520","-We're leaving.
-Everyone, literally relax. [sighs]"
"151","cue","00:07:29,600","00:07:32,040","-[Phoebe] He's still talking to her.
-[Layla] What the hell?"
"152","cue","00:07:32,120","00:07:34,120","-Good chat. Thanks.
-I'll give you a hug."
"153","cue","00:07:34,200","00:07:36,400","-Thanks for being so understanding.
-Of course."
"154","cue","00:07:36,480","00:07:39,120","Of course. I don't want
you to feel uncomfortable."
"155","cue","00:07:39,880","00:07:40,960","[narrator] <i>It's okay, Pinky.</i>"
"156","cue","00:07:41,040","00:07:43,680","<i>The awkwardness is over. Come back out.</i>"
"157","cue","00:07:43,760","00:07:46,320","<i>No, you're right. It's not over.</i>
<i>Go back in.</i>"
"158","cue","00:07:46,400","00:07:49,560","<i>Lots of awkwardness still left.</i>
<i>Loads of it. Mm-hmm. Yeah.</i>"
"159","cue","00:07:52,800","00:07:54,880","-Hey, Phoebe.
-Hello."
"160","cue","00:07:54,960","00:07:56,440","Hi, Phoebs."
"161","cue","00:08:02,480","00:08:06,240","-I got my-- This is Mr. Squishy.
-[laughing] …is making me laugh."
