"index","type","start","end","text"
"0","cue","00:00:06,520","00:00:10,680","[narrator]
<i>Previously on</i> Love Island Australia<i>…</i>"
"1","cue","00:00:11,920","00:00:15,120","I've tried, but I just feel like
it should become more natural to me,"
"2","cue","00:00:15,200","00:00:16,680","but it's just not feeling natural."
"3","cue","00:00:16,760","00:00:18,200","[narrator] <i>Callum called it.</i>"
"4","cue","00:00:18,280","00:00:21,560","I've wasted my time with Callum."
"5","cue","00:00:21,640","00:00:23,120","Are you, like, heartbroken?"
"6","cue","00:00:23,200","00:00:24,320","[narrator] <i>Tak was torn.</i>"
"7","cue","00:00:25,040","00:00:26,760","Now this is where I gotta do
my weighing up."
"8","cue","00:00:26,840","00:00:29,920","I just have to trust my heart. Hopefully,
heart leads me to the right decision."
"9","cue","00:00:30,000","00:00:32,159","[narrator] <i>And after a recoupling…</i>"
"10","cue","00:00:32,240","00:00:33,360","Jess."
"11","cue","00:00:33,440","00:00:34,360","Claudia."
"12","cue","00:00:34,440","00:00:35,400","Phoebs."
"13","cue","00:00:35,480","00:00:36,680","Maddy."
"14","cue","00:00:36,760","00:00:37,760","Phoebe."
"15","cue","00:00:37,840","00:00:38,680","Stella."
"16","cue","00:00:38,760","00:00:41,760","Vakoo, unfortunately,
you are dumped from the island."
"17","cue","00:00:41,840","00:00:44,320","[narrator] <i>Vakoo vacated the villa.</i>"
"18","cue","00:00:47,880","00:00:49,520","[Al] Are you, like, heartbroken?"
"19","cue","00:00:51,000","00:00:53,280","[narrator] <i>Tonight.</i>"
"20","cue","00:00:54,080","00:00:56,000","<i>In a </i>Love Island <i>first,</i>"
"21","cue","00:00:56,080","00:01:00,960","<i>one Islander's ex is coming</i>
<i>to tear the villa apart.</i>"
"22","cue","00:01:01,040","00:01:03,040","[person] I've dated Claudia for a year."
"23","cue","00:01:03,120","00:01:04,800","Austen's dated her for three weeks."
"24","cue","00:01:04,879","00:01:07,040","I don't really think
there's a fight there."
"25","cue","00:01:07,120","00:01:10,400","Wait, wait, wait, wait, wait.
That's my ex."
"26","cue","00:01:10,480","00:01:12,040","[narrator] <i>Yeah, I just said that.</i>"
"27","cue","00:01:12,120","00:01:15,760","Why is he here?
I just don't understand what's going on."
"28","cue","00:01:15,840","00:01:18,800","[Jess] Do you like him still?
Do you have feelings for him still?"
"29","cue","00:01:18,880","00:01:20,000","I don't know."
"30","cue","00:01:20,080","00:01:24,400","Obviously it's gonna eat me alive,
if they end up talking and rekindling."
"31","cue","00:01:24,480","00:01:26,480","I told you I speak to your mom.
You know what she said to me?"
"32","cue","00:01:26,560","00:01:30,560","She said, ""Jason, you and her paths
will always be connected."""
"33","cue","00:01:30,640","00:01:33,520","[narrator] <i>Prepare for a</i> muy grande <i>drama.</i>"
"34","cue","00:01:34,120","00:01:36,200","You told me
that you haven't spoken to him,"
"35","cue","00:01:36,280","00:01:37,720","and he's telling me
you're in Sydney together."
"36","cue","00:01:37,800","00:01:40,040","-You're in his bed.
-Where are you in this relationship?"
"37","cue","00:01:40,120","00:01:44,760","-I'm looking out for my best mate.
-[narrator] <i>As the sangria hits the fan…</i>"
"38","cue","00:01:44,840","00:01:48,240","All she goes on about is trust.
There's a reason she goes on about trust,"
"39","cue","00:01:48,320","00:01:50,200","is because she knows
she can't trust herself."
"40","cue","00:01:50,280","00:01:52,800","You said to Jason,
""I'm going on <i>Love Island</i>,"
"41","cue","00:01:52,880","00:01:54,720","but I hope you wait for me
when I get out."""
"42","cue","00:01:54,800","00:01:56,040","-Who said that?
-Mitch."
"43","cue","00:01:57,440","00:01:58,880","-[Austen] Are you okay?
-No."
"44","cue","00:01:58,960","00:02:00,400","-Why?
-I'm not ****ing okay."
"45","cue","00:02:00,480","00:02:01,800","What the **** is going on?"
"46","cue","00:02:23,160","00:02:24,880","Tak. Please stand up."
"47","cue","00:02:35,560","00:02:40,320","So, the girl that I would like
to couple up with tonight is…"
"48","cue","00:02:45,760","00:02:46,760","Stella."
"49","cue","00:02:50,760","00:02:52,920","-[Vakoo] Love you, guys.
-[Jordan] That's love."
"50","cue","00:02:53,000","00:02:54,800","-See you later.
-[contestants] Bye."
"51","cue","00:02:55,640","00:02:56,960","[Vakoo] This is really sad."
"52","cue","00:03:02,400","00:03:04,200","[narrator] <i>Sad moon.</i>"
"53","cue","00:03:08,800","00:03:11,280","-[Tak] Get comfortable.
-So, how are you feeling?"
"54","cue","00:03:11,360","00:03:13,280","-I think I made the right decision.
-Yeah?"
"55","cue","00:03:14,120","00:03:15,840","I've always had a crush on you."
"56","cue","00:03:17,000","00:03:18,760","So, I was always gonna pick you."
"57","cue","00:03:20,120","00:03:21,120","Sweet."
"58","cue","00:03:21,600","00:03:23,760","[Tak] It feels really good
to be coupled up with Stella."
"59","cue","00:03:23,840","00:03:27,160","It just means more quality time,
and I can get to know her better,"
"60","cue","00:03:27,240","00:03:28,600","which is all I've ever wanted,"
"61","cue","00:03:28,680","00:03:31,240","so I can feel the energy shifting
a little bit."
"62","cue","00:03:37,680","00:03:39,040","-So…
-Now we see what happens."
"63","cue","00:03:39,520","00:03:42,280","-Yeah. Now we see what happens.
-Are you excited?"
"64","cue","00:03:42,880","00:03:44,320","Yeah, I am excited."
"65","cue","00:03:44,400","00:03:45,240","Yeah?"
"66","cue","00:03:45,320","00:03:46,680","Okay, good. 'Cause I am."
"67","cue","00:03:47,400","00:03:48,240","[Stella] Yeah."
"68","cue","00:03:48,320","00:03:51,720","I'm really grateful for Tak.
He makes me feel so comfortable."
"69","cue","00:03:51,800","00:03:54,520","I can tell he has genuine feelings."
"70","cue","00:03:55,440","00:03:56,280","[chuckles]"
"71","cue","00:03:57,040","00:04:02,480","Obviously, right now I'm like--
But after a big, big, big sleep,"
"72","cue","00:04:02,560","00:04:07,000","I think I'll wake up tomorrow,
and I'll feel way more refreshed"
"73","cue","00:04:07,080","00:04:11,680","and, you know, ready to tackle everything."
