"index","type","start","end","text"
"0","cue","00:00:02,320","00:00:07,000","[narrator] <i>Previously on</i>
Love Island Australia <i>in Spain…</i>"
"1","cue","00:00:07,080","00:00:12,080","""You have not been dumped.
Two boys are coming to rescue you."""
"2","cue","00:00:13,800","00:00:16,680","-[narrator] <i>Bombs dropped.</i>
-[all screaming]"
"3","cue","00:00:17,600","00:00:21,720","Claudia did not just come back
with a snack. She came back with a meal."
"4","cue","00:00:21,800","00:00:23,480","[narrator] <i>Hearts raced.</i>"
"5","cue","00:00:23,560","00:00:26,120","Absolutely rapt seeing
Claudia walk back in."
"6","cue","00:00:27,000","00:00:30,120","The bombs are just hot.
Like, they're so hot."
"7","cue","00:00:30,200","00:00:32,119","[narrator] <i>And heads turned.</i>"
"8","cue","00:00:32,200","00:00:35,520","Tak blew me away.
I felt like he was put in here for me."
"9","cue","00:00:37,720","00:00:38,640","Are you serious?"
"10","cue","00:00:38,720","00:00:40,680","The jealous side of me came out
and I wasn't happy."
"11","cue","00:00:42,560","00:00:46,000","Yeah,
I sort of didn't want that kiss to end."
"12","cue","00:00:47,920","00:00:49,640","[narrator] <i>They did.</i>"
"13","cue","00:00:53,640","00:00:55,480","<i>Tonight…</i>"
"14","cue","00:00:56,360","00:01:00,320","[Layla] I really like Austen. Things are
aligning, and he's ticking all my boxes."
"15","cue","00:01:01,160","00:01:04,200","The kiss. Did you feel anything there?"
"16","cue","00:01:04,280","00:01:06,560","Yeah. Did you?"
"17","cue","00:01:06,640","00:01:07,880","I did."
"18","cue","00:01:07,960","00:01:10,320","-Have you said that to Layla?
-No, I haven't."
"19","cue","00:01:13,680","00:01:16,600","-[narrator] <i>Drama…</i>
-I'm like pissed off and I'm confused"
"20","cue","00:01:16,680","00:01:19,200","because pretty much all my eggs
were in his basket."
"21","cue","00:01:20,760","00:01:22,280","[narrator] <i>…times drama…</i>"
"22","cue","00:01:23,480","00:01:25,760","I actually do have a heart."
"23","cue","00:01:25,840","00:01:28,000","[narrator] <i>…to the power of drama.</i>"
"24","cue","00:01:28,080","00:01:30,000","I thought we were, like, pretty sweet."
"25","cue","00:01:30,720","00:01:33,320","You could've come to me
and said how it was."
"26","cue","00:01:33,400","00:01:35,680","One minute, it's sunshine and rainbows."
"27","cue","00:01:35,760","00:01:38,040","And then the next minute,
it's an absolute storm."
"28","cue","00:01:55,400","00:01:58,040","[all laughing, cheering]"
"29","cue","00:01:59,440","00:02:03,400","[Jess] Two bombs have dropped.
I'm talking like atomic bombs."
"30","cue","00:02:03,480","00:02:05,440","[all cheer]"
"31","cue","00:02:06,800","00:02:09,280","The bombs are just gonna cause
so much shit in the villa."
"32","cue","00:02:12,760","00:02:15,360","Hey, look, the man knows what he wants.
[laughs]"
"33","cue","00:02:15,440","00:02:16,840","[all cheer]"
"34","cue","00:02:18,400","00:02:21,840","If I like the bird, I'm gonna get her.
That's just the way it works."
"35","cue","00:02:21,920","00:02:24,160","[all cheer]"
"36","cue","00:02:29,560","00:02:32,200","Ah. The kiss with Austen
was very different"
"37","cue","00:02:32,280","00:02:35,840","to anything
that I have experienced before."
"38","cue","00:02:35,920","00:02:38,040","[all cheer]"
"39","cue","00:02:38,120","00:02:41,880","It's not nice to see it,
but, I mean, I trust him."
"40","cue","00:02:42,520","00:02:44,600","-[applause]
-[Mitchell] Hey. That was hot."
"41","cue","00:02:45,600","00:02:48,760","[narrator] <i>So after two episodes</i>
<i>and a bone-shaking teaser,</i>"
"42","cue","00:02:48,840","00:02:53,200","<i>Callum and Tak are single,</i>
<i>and our official couples are…</i>"
"43","cue","00:02:54,320","00:02:55,640","<i>Jess and Conor,</i>"
"44","cue","00:02:57,320","00:02:58,880","<i>Layla and Austen,</i>"
"45","cue","00:03:00,520","00:03:02,000","<i>Stella and Andre,</i>"
