"index","type","start","end","text"
"0","cue","00:00:07,800","00:00:11,880","[narrator]
<i>Previously on</i> Love Island Australia<i>…</i>"
"1","cue","00:00:11,960","00:00:13,240","[Phoebe shouts] Oh, my God!"
"2","cue","00:00:13,320","00:00:16,079","-We have a baby to look after.
-Yay."
"3","cue","00:00:16,160","00:00:19,320","[narrator]
<i>The Islanders said hello to their future.</i>"
"4","cue","00:00:19,400","00:00:21,440","Here comes the airplane."
"5","cue","00:00:21,520","00:00:22,600","[Madeline shouts]"
"6","cue","00:00:22,680","00:00:24,920","Okay, everyone's been dropped as a baby."
"7","cue","00:00:25,000","00:00:26,680","I have not been dropped as a ba--
Maybe I have."
"8","cue","00:00:26,760","00:00:28,720","-You've been dropped as a baby, for sure.
-[chuckles]"
"9","cue","00:00:29,480","00:00:31,520","[narrator] <i>And goodbye to Hugh and Stella.</i>"
"10","cue","00:00:31,600","00:00:35,000","The couple we'll be sending home tonight
is Stella and Hugh."
"11","cue","00:00:40,280","00:00:42,560","[narrator] <i>Tonight.</i>"
"12","cue","00:00:43,280","00:00:45,200","[""Get Sweeter"" playing]"
"13","cue","00:00:45,280","00:00:46,800","[narrator] <i>The final dates…</i>"
"14","cue","00:00:46,880","00:00:48,440","To second time lucky. [chuckles]"
"15","cue","00:00:49,520","00:00:53,720","-<i>…bring salsa, sangria, and surprises.</i>
-[chuckles]"
"16","cue","00:00:55,360","00:00:57,960","-Oh, my goodness.
-Wow."
"17","cue","00:00:59,120","00:01:00,240","[narrator] <i>Dad?</i>"
"18","cue","00:01:01,160","00:01:03,600","<i>And speaking of surprises…</i>"
"19","cue","00:01:03,680","00:01:05,840","You are the final five couples."
"20","cue","00:01:05,920","00:01:09,120","But tonight five will become four."
"21","cue","00:01:09,200","00:01:13,440","[narrator] <i>Wait till you see</i>
<i>which couple gets dumped.</i>"
"22","cue","00:01:28,880","00:01:31,320","[""Millennium Made"" playing]"
"23","cue","00:01:34,040","00:01:38,600","The couple… [sighs] …we unfortunately
will be sending home tonight is…"
"24","cue","00:01:39,920","00:01:41,200","[smacks lips] Stella and Hugh."
"25","cue","00:01:45,960","00:01:47,720","-[Mitchell] Bye, Stella.
-[Madeline] Bye, Stella and Hugh."
"26","cue","00:01:52,440","00:01:55,920","[narrator]
<i>Dragging luggage through gravel moon.</i>"
"27","cue","00:01:57,000","00:01:58,040","<i>Love you.</i>"
"28","cue","00:02:00,320","00:02:01,720","-You okay?
-[Claudia] Yeah."
"29","cue","00:02:02,480","00:02:03,880","[sniffs, grunts]"
"30","cue","00:02:05,160","00:02:07,840","Obviously just sad that Stella's gone."
"31","cue","00:02:07,920","00:02:09,680","-You know?
-[Austen] It is."
"32","cue","00:02:10,160","00:02:13,720","I don't know what we're gonna do.
Who's gonna bring the positive energy now?"
"33","cue","00:02:13,800","00:02:16,280","Who's gonna wake up
and be the happiest person in the room?"
"34","cue","00:02:16,360","00:02:18,680","-Stella was the human form of an angel.
-Yeah."
"35","cue","00:02:18,760","00:02:19,760","This is so dramatic"
"36","cue","00:02:19,840","00:02:24,880","because, like, there's not many days left
but I'm gonna miss Stella so much."
"37","cue","00:02:25,400","00:02:26,400","That's okay."
"38","cue","00:02:28,320","00:02:30,280","-[Madeline] How are you feeling?
-[sighs]"
"39","cue","00:02:30,360","00:02:31,960","Mixed emotions but happy."
"40","cue","00:02:32,040","00:02:33,480","[Madeline] I'm mixed emotions as well,"
"41","cue","00:02:33,560","00:02:35,880","like, obviously I'm so happy
to still be here."
"42","cue","00:02:35,960","00:02:39,520","-But I'm sad that Stella's gone.
-Hmm."
"43","cue","00:02:39,600","00:02:41,280","-I'm sad that Hugh's gone.
-Yeah."
"44","cue","00:02:41,360","00:02:43,800","'Cause you came in together.
You did everything together."
"45","cue","00:02:43,880","00:02:47,040","[Madeline] I feel like it is sad that Hugh
didn't get as much time in here"
"46","cue","00:02:47,120","00:02:48,920","to explore that connection with Stella,"
"47","cue","00:02:49,000","00:02:51,800","but he made the most of the time
that he had in here,"
"48","cue","00:02:51,880","00:02:53,360","and I guess we can just hope"
"49","cue","00:02:53,440","00:02:57,440","that they will potentially try
and continue that on the outside world."
"50","cue","00:02:58,040","00:03:01,160","-Obviously that was, like, the worst…
-It sucks they're going home."
"51","cue","00:03:01,240","00:03:03,200","…decision I've ever had to make."
"52","cue","00:03:03,280","00:03:06,640","Oh my God, we all got up there
and was just-- Our hearts were racing."
"53","cue","00:03:06,720","00:03:09,040","We felt so sick
and we're like, ""What the hell."""
"54","cue","00:03:09,120","00:03:10,800","Stella and Hugh, unfortunately--"
"55","cue","00:03:10,880","00:03:13,840","I just feel like they weren't
progressing as quicker-- quickly."
"56","cue","00:03:13,920","00:03:18,040","But it was hard 'cause I knew I had
to take into consideration as well, like,"
"57","cue","00:03:18,120","00:03:21,600","Stella, I just knew
how much she's been through"
"58","cue","00:03:21,680","00:03:25,320","and how much she deserves to find someone
and that was the hardest part,"
"59","cue","00:03:25,400","00:03:28,080","to have to send her home
and end her journey"
"60","cue","00:03:28,160","00:03:30,600","when she deserves this more than anyone."
"61","cue","00:03:30,680","00:03:34,000","Yeah, it's good that the superfans
want you to find love."
"62","cue","00:03:34,560","00:03:36,320","Yeah, it was really nice."
"63","cue","00:03:36,400","00:03:38,960","I am just grateful.
Like, every day in here I love"
"64","cue","00:03:39,040","00:03:42,240","and every day in here,
me and Mitch grow stronger."
"65","cue","00:03:42,720","00:03:46,320","But, yeah, it's nice to know
that other people can see that as well."
"66","cue","00:03:46,400","00:03:50,600","I think now you've just gotta,
like, maybe just, you know,"
"67","cue","00:03:50,680","00:03:52,960","think about that
and make that-- make you happy."
"68","cue","00:03:53,040","00:03:56,560","You know, there's people out there
that want you to find love and…"
"69","cue","00:03:56,640","00:03:58,880","-Yeah, it makes me happy.
-…makes you happy."
"70","cue","00:03:59,600","00:04:02,160","-And I hope that's me. [chuckles]
-[chuckles]"
"71","cue","00:04:02,760","00:04:03,760","It is you."
"72","cue","00:04:03,840","00:04:07,360","Mitch is my whole entire
<i>Love Island</i> journey."
"73","cue","00:04:07,440","00:04:09,320","He has been since day one."
"74","cue","00:04:09,400","00:04:11,040","[""You Are the First Thing"" playing]"
"75","cue","00:04:11,800","00:04:15,360","I'm definitely at the stage
where I am in love."
"76","cue","00:04:15,440","00:04:16,920","He just doesn't know it yet. So shh."
"77","cue","00:04:21,160","00:04:22,760","[contestants chattering]"
"78","cue","00:04:27,160","00:04:29,400","[Callum] What Maddy and I have is special."
"79","cue","00:04:29,480","00:04:32,080","Each and every day we spend together,
we get closer and closer."
"80","cue","00:04:32,160","00:04:33,680","A solid, solid connection."
"81","cue","00:04:33,760","00:04:36,640","Dial-up broadband 5G,
wired straight to your front door."
"82","cue","00:04:38,280","00:04:43,000","Everything has been so special and after
only just coupling up with Mitch,"
"83","cue","00:04:43,080","00:04:45,920","I feel like we're still at the beginning
of this new chapter"
"84","cue","00:04:46,000","00:04:49,960","and to have more time in the villa,
in the place where it all began."
"85","cue","00:04:50,040","00:04:52,120","It just-- It means the world."
"86","cue","00:04:55,480","00:04:57,400","-[mock growls]
-[chuckles]"
"87","cue","00:05:14,920","00:05:16,840","-[Mitchell] Love you all.
-[Al] Love you too."
"88","cue","00:05:17,480","00:05:18,840","-[Tina] Love you.
-What?"
"89","cue","00:05:25,360","00:05:27,720","[narrator] <i>Day or two, or three.</i>"
"90","cue","00:05:27,800","00:05:29,920","<i>Depending on whether</i>
<i>you get into the finale,</i>"
"91","cue","00:05:30,000","00:05:32,560","<i>you might get dumped before that.</i>"
"92","cue","00:05:32,640","00:05:34,400","[""We Unstoppable"" playing]"
"93","cue","00:05:34,480","00:05:36,880","<i>But anyway, let's focus on the positive.</i>"
"94","cue","00:05:36,960","00:05:38,040","<i>It's a new day.</i>"
"95","cue","00:05:38,120","00:05:41,280","<i>It might be your last day.</i>
<i>Nah, nah, nah! Positive.</i>"
"96","cue","00:05:41,360","00:05:42,560","<i>Stay positive.</i>"
"97","cue","00:05:42,640","00:05:43,720","[phone vibrates, beeps]"
"98","cue","00:05:44,920","00:05:45,920","Is it mine?"
"99","cue","00:05:49,320","00:05:50,640","I got a text."
"100","cue","00:05:50,720","00:05:51,920","-[shouts]
-[Phoebe] Oh."
"101","cue","00:05:52,000","00:05:53,000","[Callum] Whoo!"
"102","cue","00:05:54,280","00:05:57,400","{\an8}Right. ""Islanders, rise and shine."
"103","cue","00:05:57,480","00:06:00,160","{\an8}Today you are all going on a date."""
"104","cue","00:06:00,240","00:06:02,760","{\an8}-[contestants cheer] Yeah!
-Yeah!"
