"index","type","start","end","text"
"0","cue","00:00:04,280","00:00:07,800","{\an8}[narrator]
<i>Previously on</i> Love Island Australia<i>…</i>"
"1","cue","00:00:09,760","00:00:11,720","<i>Mitchell and Phoebe went all in…</i>"
"2","cue","00:00:11,800","00:00:14,520","He has all 12 eggs. Maybe even 24."
"3","cue","00:00:14,600","00:00:16,800","-She's bought another carton, ladies.
-[laughs]"
"4","cue","00:00:16,880","00:00:18,680","[narrator] <i>Jordan went all out…</i>"
"5","cue","00:00:18,760","00:00:21,000","[Jordan] I've never done one before,
but I've seen it on Instagram."
"6","cue","00:00:21,080","00:00:21,960","All the girls love it."
"7","cue","00:00:22,040","00:00:24,040","I made a little fruit platter for us."
"8","cue","00:00:24,120","00:00:25,600","[shouting]"
"9","cue","00:00:25,680","00:00:27,120","-This is so cute.
-Isn't it?"
"10","cue","00:00:27,200","00:00:29,840","Who knew Romeo had a mullet and a mo?"
"11","cue","00:00:29,920","00:00:32,119","[narrator] <i>And in a double dumping…</i>"
"12","cue","00:00:32,200","00:00:33,880","I had so much fun here,"
"13","cue","00:00:33,960","00:00:36,000","and I'm so happy I did this."
"14","cue","00:00:36,080","00:00:39,720","[narrator] <i>…Holly and Conor</i>
<i>found themselves thrown out.</i>"
"15","cue","00:00:39,800","00:00:42,560","<i>Aw. At least they have each other.</i>"
"16","cue","00:00:42,640","00:00:44,400","[Conor] I'm gonna pursue Holly."
"17","cue","00:00:44,480","00:00:47,440","Aw. [chuckles] Um…"
"18","cue","00:00:48,560","00:00:49,680","[narrator] <i>Awkward.</i>"
"19","cue","00:00:51,000","00:00:53,080","<i>Tonight…</i>"
"20","cue","00:00:54,200","00:00:56,840","Oh, my gosh, this is getting in my toes."
"21","cue","00:00:56,920","00:00:59,000","Is it true red wine
makes you horny and stuff?"
"22","cue","00:00:59,600","00:01:02,400","[narrator] <i>It's all about the </i>amor<i>.</i>"
"23","cue","00:01:02,480","00:01:03,960","<i>That's Spanish for ""love.""</i>"
"24","cue","00:01:04,040","00:01:06,680","[Maddy] I see other couples
doing this sort of stuff."
"25","cue","00:01:06,760","00:01:09,200","-It's just never been done for me before.
-You deserve it."
"26","cue","00:01:09,280","00:01:12,160","If I am gonna be starting to date
really nice guys,"
"27","cue","00:01:12,240","00:01:13,600","there's gonna be a lot of firsts."
"28","cue","00:01:14,760","00:01:17,880","[narrator] <i>Until the couples go to war.</i>"
"29","cue","00:01:17,960","00:01:19,720","You're dead. Dead."
"30","cue","00:01:22,240","00:01:24,840","[Stella] Destroy the other Islanders."
"31","cue","00:01:25,520","00:01:27,280","-I'm scared.
-[laughs] Destroy."
"32","cue","00:01:27,360","00:01:29,320","Do I have to sleep
next to this girl tonight?"
"33","cue","00:01:49,480","00:01:54,960","One boy and one girl
will be leaving the villa tonight."
"34","cue","00:01:56,240","00:01:57,760","It's Conor or Tak."
"35","cue","00:01:57,840","00:01:59,840","It's Holly or Maddy."
"36","cue","00:02:01,760","00:02:04,000","Who leaves will be decided by…"
"37","cue","00:02:06,120","00:02:10,280","the two couples that received
the highest number of votes."
"38","cue","00:02:17,120","00:02:19,320","Stella and Claudia, please stand up."
"39","cue","00:02:20,440","00:02:22,360","Which boy are you sending home?"
"40","cue","00:02:25,520","00:02:28,800","The boy we've decided to send home is…"
"41","cue","00:02:32,000","00:02:33,320","Conor."
"42","cue","00:02:37,080","00:02:39,480","Jordan and Austen, please stand up."
