"index","type","start","end","text"
"0","cue","00:00:03,720","00:00:08,840","[narrator] <i>Previously on</i>
Love Island Australia <i>in España…</i>"
"1","cue","00:00:08,920","00:00:13,640","<i>We started with five couples</i>
<i>and single girl, Holly.</i>"
"2","cue","00:00:13,720","00:00:14,640","[slurps]"
"3","cue","00:00:14,720","00:00:17,600","-[narrator] <i>From there we had a steal…</i>
-Jordan."
"4","cue","00:00:17,680","00:00:20,240","I'm sorry. I know you did like Claudia."
"5","cue","00:00:20,320","00:00:22,000","[narrator] <i>…a fake dumping…</i>"
"6","cue","00:00:22,080","00:00:24,680","""You have not been dumped from the villa."""
"7","cue","00:00:24,760","00:00:25,920","[narrator] <i>Psych.</i>"
"8","cue","00:00:26,000","00:00:27,520","<i>…and two new boys.</i>"
"9","cue","00:00:27,600","00:00:29,320","<i>Hi, Tak. Hi, Callum.</i>"
"10","cue","00:00:29,400","00:00:31,640","<i>Phoebe was Mitchell-mad.</i>"
"11","cue","00:00:31,720","00:00:34,880","The <i>Love Island</i> gods answered my prayers."
"12","cue","00:00:34,960","00:00:37,040","[narrator] <i>Jess cozied up to Conor,</i>"
"13","cue","00:00:37,120","00:00:37,960","<i>then Tak,</i>"
"14","cue","00:00:38,040","00:00:39,040","<i>then Conor,</i>"
"15","cue","00:00:39,120","00:00:40,280","<i>then Callum.</i>"
"16","cue","00:00:40,840","00:00:42,880","You know what you want."
"17","cue","00:00:42,960","00:00:44,360","[narrator] <i>Does she though?</i>"
"18","cue","00:00:45,120","00:00:47,520","<i>Jordan's mullet won Claudia over.</i>"
"19","cue","00:00:47,600","00:00:50,440","<i>And Austen only had eyes for Layla…</i>"
"20","cue","00:00:50,520","00:00:53,000","I get along with her so well.
And she's a beautiful soul."
"21","cue","00:00:53,680","00:00:56,200","[narrator]
<i>…until a kiss changed everything.</i>"
"22","cue","00:00:56,280","00:01:01,480","I have not felt that from a kiss
with any boyfriend I've had."
"23","cue","00:01:01,560","00:01:03,280","I think I am going to pursue Claudia."
"24","cue","00:01:04,720","00:01:07,480","[narrator]
<i>While Andre was the only fella for Stella</i>"
"25","cue","00:01:07,560","00:01:10,160","<i>until the mullet made a move.</i>"
"26","cue","00:01:10,240","00:01:11,720","-You're so nice.
-[Jordan] Yeah."
"27","cue","00:01:11,800","00:01:15,920","Well, I need to listen to my heart.
But I think I'm too in my head."
"28","cue","00:01:16,000","00:01:18,280","What a first week in the villa."
"29","cue","00:01:18,360","00:01:21,280","And the drama is just getting started."
"30","cue","00:01:21,360","00:01:22,680","[narrator] <i>It sure is, Soph.</i>"
"31","cue","00:01:24,200","00:01:26,400","<i>Tonight…</i>"
"32","cue","00:01:27,000","00:01:29,480","The boy I'd like to couple up with is…"
"33","cue","00:01:29,560","00:01:31,880","[narrator] <i>It's the first recoupling.</i>"
"34","cue","00:01:31,960","00:01:37,000","<i>And someone's getting dumped.</i>"
"35","cue","00:01:38,640","00:01:40,040","[sniffles]"
"36","cue","00:01:41,560","00:01:43,920","<i>Aw. They're not gonna meet the new girl.</i>"
"37","cue","00:02:10,720","00:02:15,200","[Stella] I feel like so many people
have two different choices at the moment."
"38","cue","00:02:15,960","00:02:17,480","I don't know what to do."
"39","cue","00:02:21,520","00:02:25,160","It feels like the beginning of <i>Jaws</i>,
like something bad is going to happen."
"40","cue","00:02:25,240","00:02:28,520","""All Islanders to the fire pit.
Immediately."""
"41","cue","00:02:28,600","00:02:29,440","[screams]"
"42","cue","00:02:29,520","00:02:30,440","[Jess] I feel sick."
"43","cue","00:02:36,160","00:02:38,200","[Jordan]
I'm up shit creek. That's for sure."
"44","cue","00:02:39,560","00:02:40,840","[Austen] Everyone is on edge."
"45","cue","00:02:40,920","00:02:42,680","[Phoebe] Oh, my gosh!"
"46","cue","00:02:47,080","00:02:49,120","[Jordan] Somebody is going home."
"47","cue","00:03:07,000","00:03:09,200","-Good evening.
-[all] Hello."
"48","cue","00:03:09,280","00:03:10,600","[Sophie] Beautiful night, isn't it?"
"49","cue","00:03:10,680","00:03:12,480","-It is warm.
-Yeah, it's gorgeous."
"50","cue","00:03:12,560","00:03:15,960","I've gotta say the first few days
in the villa have been pretty uneventful."
"51","cue","00:03:18,520","00:03:19,680","I'm just joking."
"52","cue","00:03:19,760","00:03:21,600","You guys have been so busy."
"53","cue","00:03:21,680","00:03:22,720","[all] Yeah. Yep."
"54","cue","00:03:22,800","00:03:25,320","Tak and Callum,
how have you found it so far?"
"55","cue","00:03:25,400","00:03:26,920","Interesting, very interesting."
"56","cue","00:03:27,000","00:03:29,120","It's been really good.
I've had the best time already."
"57","cue","00:03:31,040","00:03:34,240","Islanders, there are currently 13 of you
in the villa."
"58","cue","00:03:36,320","00:03:41,200","Tonight, we will see the end
of one Islander's stay in the villa."
"59","cue","00:03:51,400","00:03:54,160","This is the very first dumping."
"60","cue","00:03:55,720","00:03:59,760","[narrator] <i>The recoupling</i>
<i>will either make, mend or end our couples</i>"
"61","cue","00:03:59,840","00:04:02,280","<i>and send one Islander packing.</i>"
"62","cue","00:04:02,360","00:04:03,880","<i>The current couples are</i>"
"63","cue","00:04:03,960","00:04:05,440","<i>Layla and Austen,</i>"
"64","cue","00:04:05,520","00:04:07,040","<i>Jess and Conor,</i>"
"65","cue","00:04:07,120","00:04:08,400","<i>Phoebe and Mitchell,</i>"
"66","cue","00:04:08,480","00:04:10,120","<i>Stella and Andre,</i>"
"67","cue","00:04:10,200","00:04:12,160","<i>Holly and Jordan.</i>"
"68","cue","00:04:12,240","00:04:14,000","<i>The single girl is Claudia.</i>"
"69","cue","00:04:14,080","00:04:16,800","<i>The single boys are Tak and Callum.</i>"
"70","cue","00:04:17,800","00:04:21,320","Tak and Callum,
come and face your fellow Islanders…"
"71","cue","00:04:23,880","00:04:25,320","on the stairs of doom."
"72","cue","00:04:36,080","00:04:39,520","Tak and Callum,
the newest members of the villa,"
"73","cue","00:04:39,600","00:04:42,720","you will now choose a girl
to couple up with."
"74","cue","00:04:46,840","00:04:48,000","Callum, you're up first."
"75","cue","00:04:48,080","00:04:51,400","Which girl would you like
to couple up with and why?"
"76","cue","00:04:58,160","00:04:59,480","[exhales sharply]"
"77","cue","00:04:59,560","00:05:00,560","Um…"
"78","cue","00:05:05,480","00:05:08,320","Okay, so I'd like to couple up
with this girl because…"
"79","cue","00:05:10,360","00:05:12,360","so far just from our brief conversations,"
"80","cue","00:05:12,440","00:05:15,600","I feel like there's a little bit more
of a deeper connection there…"
"81","cue","00:05:20,120","00:05:22,480","than I have with other girls in the villa."
"82","cue","00:05:27,000","00:05:30,360","The girl I'd like to couple up
with tonight is…"
"83","cue","00:05:38,720","00:05:39,720","Layla."
"84","cue","00:05:49,760","00:05:51,520","Layla, how are you feeling?"
"85","cue","00:05:52,240","00:05:53,680","-Better.
-[Sophie] Yeah?"
"86","cue","00:05:53,760","00:05:56,080","-That was so stressful.
-Are you relieved?"
"87","cue","00:05:56,160","00:05:57,480","Yeah."
"88","cue","00:05:58,920","00:06:00,360","Callum, an easy choice?"
"89","cue","00:06:00,440","00:06:02,000","-Yeah. I think--
-[Sophie] It was?"
"90","cue","00:06:02,080","00:06:04,960","Well, to an extent. Yeah, it was. Yeah."
"91","cue","00:06:05,040","00:06:07,320","What happened today
to make you make this decision?"
"92","cue","00:06:07,400","00:06:09,320","For the first time,
I actually was listening"
"93","cue","00:06:09,400","00:06:12,920","to what somebody else actually happened
to say to me, like, one of the girls."
"94","cue","00:06:13,000","00:06:15,840","Usually, I feel like it just goes
in one ear and out the other."
"95","cue","00:06:15,920","00:06:18,880","But I think when we talked
in the pool and that I could--"
"96","cue","00:06:19,480","00:06:22,800","I felt myself actually listening
and actually wanting to get to know Layla."
"97","cue","00:06:22,880","00:06:25,400","I wanted to know what she was about
and stuff like that."
"98","cue","00:06:25,480","00:06:26,840","[Sophie] Layla, you made him listen."
"99","cue","00:06:26,920","00:06:29,400","-I know. What the hell?
-[Sophie] That's a big thing."
"100","cue","00:06:29,480","00:06:31,480","-That's a big compliment.
-[Callum, Layla] Yeah."
"101","cue","00:06:31,560","00:06:32,560","[Sophie] Great."
"102","cue","00:06:33,200","00:06:34,760","Tak, it's over to you."
"103","cue","00:06:35,840","00:06:39,400","Which girl would you like
to couple up with and why?"
"104","cue","00:06:42,320","00:06:44,080","I would like to couple up with this girl"
"105","cue","00:06:44,160","00:06:47,280","because I do really get along
with this girl."
"106","cue","00:06:47,360","00:06:50,400","And there is strong chemistry there
and it's really easy."
"107","cue","00:06:50,480","00:06:54,200","She's a very strong-minded girl.
And I really like that about her."
"108","cue","00:06:54,280","00:06:58,080","So, the girl that I would like
to couple up with is…"
"109","cue","00:07:02,440","00:07:03,720","Holly."
"110","cue","00:07:11,560","00:07:12,600","Holly."
"111","cue","00:07:13,200","00:07:15,760","If you had got to pick,
would you have picked Tak?"
"112","cue","00:07:15,840","00:07:19,280","Yeah. I definitely was interested
in the connection that was going on there"
"113","cue","00:07:19,360","00:07:21,000","'cause we did have a good chat today."
"114","cue","00:07:21,080","00:07:22,560","And I feel like it's very flowing."
"115","cue","00:07:22,640","00:07:24,920","It's very easy
when we both chat to each other."
"116","cue","00:07:25,000","00:07:28,080","So, yeah, it's nice.
It's nice to be picked for once. [laughs]"
"117","cue","00:07:28,640","00:07:30,520","Okay. Callum and Layla."
"118","cue","00:07:31,600","00:07:32,640","Tak and Holly."
"119","cue","00:07:32,720","00:07:34,720","You're now officially a couple."
"120","cue","00:07:35,320","00:07:38,080","You can go and take a seat.
Well done, guys."
"121","cue","00:07:49,880","00:07:53,200","Will all remaining boys please come up
and stand on the stairs"
"122","cue","00:07:53,280","00:07:54,640","and face the girls?"
"123","cue","00:08:21,760","00:08:25,200","Girls, one at a time, you will pick a boy."
"124","cue","00:08:25,840","00:08:30,800","The boy left without a partner
will be dumped from the villa."
"125","cue","00:08:40,400","00:08:43,720","Phoebe, you're up first. Please stand up."
"126","cue","00:08:46,960","00:08:48,120","Phoebe."
"127","cue","00:08:48,760","00:08:52,200","Which boy would you like to couple up with
and why?"
"128","cue","00:08:52,280","00:08:56,600","I would like to couple up with this boy
because coming into the villa,"
"129","cue","00:08:56,680","00:09:00,160","I think I really wanted someone
that I could have good banter with."
"130","cue","00:09:00,240","00:09:05,080","And someone that could make me laugh
and smile until my little cheeks hurt."
"131","cue","00:09:05,160","00:09:07,000","And I feel like I've been given that."
"132","cue","00:09:07,960","00:09:09,240","I know it's early days,"
"133","cue","00:09:09,320","00:09:12,640","but I really see myself progressing
with this boy."
"134","cue","00:09:12,720","00:09:16,720","And potentially
something could form deeper."
"135","cue","00:09:18,040","00:09:21,600","So the boy I'd like to couple up with is…"
"136","cue","00:09:23,600","00:09:24,840","Mitch."
"137","cue","00:09:29,280","00:09:30,520","[Phoebe chuckles]"
"138","cue","00:09:35,680","00:09:38,400","Phoebe, that was such a sweet speech."
"139","cue","00:09:39,040","00:09:40,240","And it's early days."
"140","cue","00:09:40,320","00:09:42,880","-[Mitchell] Yeah, it's great.
-It is early days."
"141","cue","00:09:42,960","00:09:46,880","-Mitch, how do you feel about that?
-Yeah, great. I feel amazing. Yeah."
"142","cue","00:09:46,960","00:09:48,000","Not a shock."
"143","cue","00:09:48,840","00:09:50,520","I feel exactly the same way."
"144","cue","00:09:50,600","00:09:51,600","Yeah, from the get-go,"
"145","cue","00:09:51,680","00:09:54,880","I just had my eyes set on her
and haven't really wandered."
"146","cue","00:09:54,960","00:09:56,240","So, yeah. I'm rapt."
"147","cue","00:10:01,160","00:10:02,920","Claudia, stand up, please."
"148","cue","00:10:03,000","00:10:04,240","Jesus Christ."
"149","cue","00:10:04,800","00:10:05,800","That's scary."
"150","cue","00:10:15,760","00:10:18,880","-So you've been single for a few days.
-I know. It's shit."
"151","cue","00:10:18,960","00:10:21,760","[Sophie] Yeah. Well, that all changes now."
"152","cue","00:10:21,840","00:10:23,480","Yeah, I know, exciting."
"153","cue","00:10:30,320","00:10:33,080","Which boy would you like
to couple up with and why?"
"154","cue","00:10:33,160","00:10:36,000","I would like to couple up with this boy"
"155","cue","00:10:36,080","00:10:40,600","because I think
from the moment we first spoke,"
"156","cue","00:10:40,680","00:10:46,320","there was a connection
and a spark, I guess. Um…"
"157","cue","00:10:46,840","00:10:50,040","I think I really want
to get to know him a lot more."
"158","cue","00:10:50,640","00:10:53,640","And I'm excited to see
what's gonna happen."
"159","cue","00:10:53,720","00:11:00,320","Um,
so the boy I want to couple up with is…"
"160","cue","00:11:03,480","00:11:04,640","Austen."
"161","cue","00:11:23,000","00:11:24,840","Austen, how are you feeling?"
"162","cue","00:11:24,920","00:11:27,440","-Uh, yeah. [clears throat]
-[Sophie] You seem excited."
"163","cue","00:11:27,520","00:11:28,720","Just a little bit."
"164","cue","00:11:28,800","00:11:30,960","Um, no, I'm over the moon."
"165","cue","00:11:32,960","00:11:34,320","{\an8}That was cute."
"166","cue","00:11:38,240","00:11:40,680","Jordan, how do you feel
about that coupling?"
"167","cue","00:11:41,360","00:11:42,440","It's what they wanted."
"168","cue","00:11:42,520","00:11:44,440","It's needed to happen. So, yeah."
"169","cue","00:11:44,520","00:11:46,920","There's no point pushing things
that aren't there."
"170","cue","00:11:48,880","00:11:49,960","[exhales sharply]"
"171","cue","00:11:50,720","00:11:51,760","My God."
"172","cue","00:11:51,840","00:11:53,600","Jessica, please stand up."
"173","cue","00:11:58,680","00:12:01,480","Which boy would you like
to couple up with and why?"
"174","cue","00:12:05,280","00:12:07,480","I would like to couple up with this boy"
"175","cue","00:12:07,560","00:12:11,120","because although we did have
a rocky start,"
"176","cue","00:12:11,840","00:12:14,720","I have seen a softer side of him,
which I like."
"177","cue","00:12:15,720","00:12:18,080","And I feel like we're starting
to form a connection."
"178","cue","00:12:19,760","00:12:22,440","Although we do have our little arguments,"
"179","cue","00:12:22,520","00:12:24,880","I feel like I always find my way
back to him."
