"index","type","start","end","text"
"0","cue","00:00:04,320","00:00:07,880","[narrator]
<i>Previously on</i> Love Island Australia<i>…</i>"
"1","cue","00:00:08,720","00:00:10,840","<i>The boys showed their love.</i>"
"2","cue","00:00:10,920","00:00:13,320","[Austen] People say when you're in love,
you will know."
"3","cue","00:00:14,000","00:00:16,000","Claudia, I love you."
"4","cue","00:00:16,079","00:00:18,800","[Claudia]
The most perfect romantic thing ever."
"5","cue","00:00:19,320","00:00:21,960","[narrator] <i>Or shoey'd it, in Al's case.</i>"
"6","cue","00:00:22,040","00:00:23,920","I've really got to do something great
for Jess."
"7","cue","00:00:24,000","00:00:26,160","-Oh, my goodness. You're special.
-[laughs]"
"8","cue","00:00:26,240","00:00:28,400","[narrator] <i>And at the final recoupling…</i>"
"9","cue","00:00:28,480","00:00:29,960","-Austin.
-Al."
"10","cue","00:00:30,040","00:00:30,920","Mitch."
"11","cue","00:00:31,000","00:00:32,000","Mitchell."
"12","cue","00:00:32,080","00:00:33,960","-Callum.
-Hugh."
"13","cue","00:00:34,040","00:00:36,920","Unfortunately,
you are now dumped from the island."
"14","cue","00:00:37,000","00:00:39,280","[narrator] <i>Jordan was jettisoned.</i>"
"15","cue","00:00:40,440","00:00:42,080","<i>Aw.</i>"
"16","cue","00:00:42,160","00:00:44,000","<i>I'm gonna miss that third wheel.</i>"
"17","cue","00:00:45,240","00:00:47,760","<i>Tonight.</i>"
"18","cue","00:00:47,840","00:00:49,120","Oh, my God!"
"19","cue","00:00:49,200","00:00:51,400","[narrator] <i>Special delivery.</i>"
"20","cue","00:00:51,480","00:00:54,400","-We have a baby to look after.
-Yay."
"21","cue","00:00:54,480","00:00:57,320","[narrator]
<i>The Islanders learn the joy of parenting.</i>"
"22","cue","00:00:57,400","00:01:00,120","-Here comes the airplane.
-[yelps]"
"23","cue","00:01:00,200","00:01:02,080","Okay, everyone's been dropped as a baby."
"24","cue","00:01:02,160","00:01:04,200","I have not been dropped as a ba--
Maybe I have."
"25","cue","00:01:04,280","00:01:06,240","-You've been dropped as a baby, for sure.
-[laughs]"
"26","cue","00:01:06,320","00:01:09,600","[narrator]
<i>Before Sophie surprises the girls.</i>"
"27","cue","00:01:09,680","00:01:11,320","-How are you girls?
-[all] Hi."
"28","cue","00:01:11,400","00:01:13,720","-[Sophie] Cheers.
-[all] Cheers."
