"index","type","start","end","text"
"0","cue","00:00:06,006","00:00:08,133","<i>[pop music playing]</i>"
"1","cue","00:00:08,216","00:00:10,218","<i>Welcome to </i><span style=""style2"">Love is Blind.</i>"
"2","cue","00:00:10,301","00:00:12,387","<i>[cheering]</i>"
"3","cue","00:00:12,971","00:00:16,182","<i>[Nick] Here you will choose someone</i>
<i>to marry without ever seeing them.</i>"
"4","cue","00:00:16,266","00:00:20,145","<i>I'm just so inspired by you.</i>
<i>I wanna be a better person for you.</i>"
"5","cue","00:00:20,228","00:00:21,938","<i>I already feel I'm in love with you.</i>"
"6","cue","00:00:22,647","00:00:24,733","<i>-Will you marry me?</i>
<i>-Yes, Paul. [chuckles]</i>"
"7","cue","00:00:24,816","00:00:26,276","<i>[Paul sighs, laughs] Oh, my God.</i>"
"8","cue","00:00:26,359","00:00:28,319","<i>I wanted to ask you to marry me.</i>"
"9","cue","00:00:28,403","00:00:31,364","<i>-A thousand times yes!</i>
<i>-[laughs]</i>"
"10","cue","00:00:31,448","00:00:32,907","<i>[Vanessa] And if they accept,</i>"
"11","cue","00:00:32,991","00:00:37,579","<i>you'll finally see your fiancé</i>
<i>for the very first time.</i>"
"12","cue","00:00:37,662","00:00:39,914","<i>Brett! Mmm!</i>"
"13","cue","00:00:39,998","00:00:41,458","<i>-[Marshall] You are beautiful.</i>
<i>-Oh!</i>"
"14","cue","00:00:41,541","00:00:43,877","<i>-[pop music playing]</i>
<span style=""style2"">-♪ I'm ready to dive in… ♪</i>"
"15","cue","00:00:43,960","00:00:46,755","<i>[Nick] Up until now,</i>
<i>your attraction has been based entirely</i>"
"16","cue","00:00:46,838","00:00:48,131","<i>in an emotional connection.</i>"
"17","cue","00:00:48,214","00:00:51,801","<i>[Vanessa] Hopefully, you turn that</i>
<i>emotional connection into a physical one.</i>"
"18","cue","00:00:51,885","00:00:55,055","<i>[Chelsea] I don't think I've ever had</i>
<i>this level of attraction with somebody.</i>"
"19","cue","00:00:55,138","00:00:56,389","<i>And it's good.</i>"
"20","cue","00:00:56,473","00:00:58,600","<i>♪ I know there's no one like you… ♪</i>"
"21","cue","00:00:58,683","00:00:59,768","<i>I made the wrong choice.</i>"
"22","cue","00:00:59,851","00:01:01,936","<i>You know I did, and I do too.</i>"
"23","cue","00:01:02,687","00:01:04,898","<i>Bliss, you're everything</i>
<i>that I've been looking for.</i>"
"24","cue","00:01:04,981","00:01:06,941","<i>-Will you marry me?</i>
<i>-Yeah.</i>"
"25","cue","00:01:07,025","00:01:09,861","<i>I'm engaged to Zack.</i>
<i>When you know, you know.</i>"
"26","cue","00:01:09,944","00:01:12,197","<i>I just wanna let you know, Tiffany,</i>
<i>that I do love you.</i>"
"27","cue","00:01:12,280","00:01:13,364","<i>-Aww!</i>
<i>-[woman] Oh, my God!</i>"
"28","cue","00:01:13,448","00:01:14,449","<i>Seriously.</i>"
"29","cue","00:01:14,532","00:01:15,617","<i>[woman] Oh, my God!</i>"
"30","cue","00:01:15,700","00:01:19,412","<i>[Paul] I love Micah immensely.</i>
<i>I do want her for the rest of my life.</i>"
"31","cue","00:01:19,496","00:01:23,291","<i>-[pop music playing]</i>
<span style=""style2"">-♪ Here come the monsters in my head… ♪</i>"
"32","cue","00:01:23,374","00:01:26,169","<i>[Nick] Will looks, race,</i>
<i>lifestyle, or insecurities</i>"
"33","cue","00:01:26,252","00:01:28,588","<i>tear you apart in the real world?</i>"
"34","cue","00:01:28,671","00:01:30,673","<i>I can't love you.</i>"
"35","cue","00:01:31,883","00:01:34,010","<i>-I'll see you around.</i>
<i>-Nah, you won't.</i>"
"36","cue","00:01:35,261","00:01:37,639","<i>I haven't told you guys anything.</i>
<i>But, like, we're engaged.</i>"
"37","cue","00:01:37,722","00:01:39,599","<i>-[gasps] Micah!</i>
<i>-[laughing]</i>"
"38","cue","00:01:40,642","00:01:42,977","<i>Paul and I,</i>
<i>it's not all rainbows and sunshine.</i>"
"39","cue","00:01:43,061","00:01:44,813","<i>You think that you made the right choice?</i>"
"40","cue","00:01:46,106","00:01:49,859","<i>I'm not sacrificing what I want,</i>
<i>but I am compromising.</i>"
"41","cue","00:01:51,528","00:01:54,948","<i>Will you say yes to me</i>
<i>without your mom's approval?</i>"
"42","cue","00:01:56,157","00:01:58,243","<i>I know you're happy,</i>
<i>but don't fool yourself.</i>"
"43","cue","00:01:58,326","00:02:00,537","<i>-Clearly, I love him.</i>
<i>-[Shah] All right, whatever.</i>"
"44","cue","00:02:01,913","00:02:03,331","<i>It's okay to change your mind.</i>"
"45","cue","00:02:03,414","00:02:05,458","<i>Like, I want it to feel fully right.</i>"
"46","cue","00:02:06,459","00:02:09,963","<i>I don't have any doubt, and if you did,</i>
<i>I'd want you to be honest with me.</i>"
"47","cue","00:02:10,964","00:02:13,216","<i>I don't want a wedding.</i>"
"48","cue","00:02:15,593","00:02:17,762","<i>[Vanessa] Then you'll be at your wedding</i><span style=""style2"">,</i>"
"49","cue","00:02:17,846","00:02:20,723","<i>where you'll make</i>
<i>the biggest decision of your life.</i>"
"50","cue","00:02:20,807","00:02:25,603","<i>My biggest fear is him or I not saying</i>
<i>truly, like, what we feel in our hearts.</i>"
"51","cue","00:02:25,687","00:02:29,774","<i>[Nick] Will you say ""I do"" to the person</i>
<i>you fell in love with sight unseen?</i>"
"52","cue","00:02:29,858","00:02:31,734","<i>[Micah] The best thing</i>
<i>that I can do for us</i>"
"53","cue","00:02:31,818","00:02:34,237","<i>is give you the opportunity</i>
<i>to answer first.</i>"
"54","cue","00:02:35,446","00:02:37,949","<i>[Nick] Or will you walk away</i>
<i>from them forever?</i>"
"55","cue","00:02:38,032","00:02:39,617","<i>-Oh! [sighs]</i>
<i>-[crowd gasps]</i>"
"56","cue","00:02:39,701","00:02:41,327","<i>[Vanessa] Is love blind?</i>"
"57","cue","00:02:41,411","00:02:42,954","<i>[Chelsea] I can't believe it.</i>"
"58","cue","00:02:43,037","00:02:45,456","<i>I just never thought</i>
<i>it would happen to me.</i>"
