"index","type","start","end","text"
"0","cue","00:00:05,005","00:00:07,007","<i>[dramatic music playing]</i>"
"1","cue","00:00:10,010","00:00:13,555","{\an8}<i>I cannot wait to see</i>
<i>what the love of my life looks like.</i>"
"2","cue","00:00:13,638","00:00:17,559","<i>It's like a kid on Christmas morning</i>
<i>opening up a new present</i>"
"3","cue","00:00:17,642","00:00:20,770","<i>and seeing his favorite toy inside.</i>
<i>It's a thousand times better than that.</i>"
"4","cue","00:00:20,854","00:00:25,150","<i>I can't wait to see his face, his eyes,</i>
<i>his lips, maybe get to kiss them.</i>"
"5","cue","00:00:25,233","00:00:28,236","<i>Maybe we'll have to wait.</i>
<i>We'll find out. [chuckles]</i>"
"6","cue","00:00:33,950","00:00:37,954","{\an8}<i>I think that there's gonna be</i>
<i>crazy chemistry when we see each other.</i>"
"7","cue","00:00:38,538","00:00:42,042","<i>Uh, Irina's a little nervous.</i>
<i>She has no idea what I look like.</i>"
"8","cue","00:00:42,125","00:00:45,128","<i>And I've intentionally made sure</i>
<i>I haven't told her.</i>"
"9","cue","00:00:45,211","00:00:48,173","<i>She has no idea how tall I am.</i>
<i>She doesn't know what color hair I have.</i>"
"10","cue","00:00:48,256","00:00:51,134","<i>She doesn't know,</i>
<i>um, what color skin I have.</i>"
"11","cue","00:00:55,305","00:00:57,849","<i>I don't think it's gonna matter.</i>"
"12","cue","00:01:07,567","00:01:09,110","<i>[laughing]</i>"
"13","cue","00:01:11,029","00:01:13,156","<i>-Hi!</i>
<i>-Hey.</i>"
"14","cue","00:01:17,035","00:01:18,536","<i>Good to see you.</i>"
"15","cue","00:01:18,620","00:01:19,829","<i>Nice to meet you finally.</i>"
"16","cue","00:01:19,913","00:01:21,164","<i>-Do you wanna sit down?</i>
<i>-Yeah.</i>"
"17","cue","00:01:21,247","00:01:22,707","<i>Oh, my gosh.</i>"
"18","cue","00:01:24,125","00:01:25,835","<i>Oh, my gosh. This is so weird. [laughs]</i>"
"19","cue","00:01:25,919","00:01:26,836","<i>It is pretty weird.</i>"
"20","cue","00:01:26,920","00:01:29,005","<i>Am I anything you thought</i>
<i>I would look like?</i>"
"21","cue","00:01:29,089","00:01:31,549","<i>You look exactly like</i>
<i>what I thought you'd look like, yeah.</i>"
"22","cue","00:01:31,633","00:01:33,760","<i>-Really?</i>
<i>-Mm-hmm. Except you're taller.</i>"
"23","cue","00:01:33,843","00:01:37,013","<i>-I'm taller?</i>
<i>-Mm-hmm. Which is a plus, actually. Yeah.</i>"
"24","cue","00:01:37,931","00:01:38,973","<i>I like taller girls.</i>"
"25","cue","00:01:39,057","00:01:41,893","<i>[chuckles] Do I look like</i>
<i>what you thought I'd look like?</i>"
"26","cue","00:01:41,976","00:01:44,479","<i>I had no guesses</i>
<i>of what you looked like. [laughs]</i>"
"27","cue","00:01:45,313","00:01:46,147","<i>Oh!</i>"
"28","cue","00:01:48,399","00:01:51,528","<i>You have, like, the blankest stare</i>
<i>in your eyes. You're like this…</i>"
"29","cue","00:01:51,611","00:01:52,445","<i>[Zack] Really?</i>"
"30","cue","00:01:53,321","00:01:55,990","<i>-I'm just kind of taking it all in.</i>
<i>-Me too.</i>"
"31","cue","00:01:57,283","00:02:00,620","<i>You look like a fictional character.</i>
<i>You look like something out of a cartoon.</i>"
"32","cue","00:02:00,703","00:02:01,913","<i>I know.</i>"
"33","cue","00:02:04,916","00:02:06,543","<i>[laughs] You have to blink!</i>"
"34","cue","00:02:06,626","00:02:09,712","<i>-I am blinking.</i>
<i>-You don't blink. You look like this.</i>"
"35","cue","00:02:10,255","00:02:11,089","<i>I am blinking.</i>"
"36","cue","00:02:11,673","00:02:15,260","<i>-I will try not to be too intense.</i>
<i>-It's creepy. [laughs]</i>"
"37","cue","00:02:15,844","00:02:17,804","<i>I'll try to blink more for you.</i>"
"38","cue","00:02:19,514","00:02:21,266","<i>-So…</i>
<i>-Ooh!</i>"
"39","cue","00:02:21,349","00:02:23,810","<i>I think you're gonna be</i>
<i>really surprised by this.</i>"
"40","cue","00:02:23,893","00:02:25,186","<i>[Irina gasps]</i>"
"41","cue","00:02:27,647","00:02:29,858","<i>Wait. That is so beautiful.</i>"
"42","cue","00:02:29,941","00:02:31,609","<i>[gasps, shouts]</i>"
"43","cue","00:02:31,693","00:02:33,361","<i>-Irina.</i>
<i>-Yes.</i>"
"44","cue","00:02:34,195","00:02:39,367","<i>I've gotten to meet someone</i>
<i>who has one of the most beautiful hearts</i>"
"45","cue","00:02:39,993","00:02:41,202","<i>that I've ever seen.</i>"
"46","cue","00:02:41,953","00:02:44,706","<i>I know at your core who you are,</i>"
"47","cue","00:02:45,582","00:02:49,043","<i>and I know that you care so much</i>
<i>about other people.</i>"
"48","cue","00:02:49,127","00:02:52,005","<i>And that's why I wanna spend</i>
<i>the rest of my life with you.</i>"
"49","cue","00:02:53,131","00:02:55,175","<i>-Will you marry me?</i>
<i>-[laughing] Yes.</i>"
"50","cue","00:02:57,677","00:02:59,637","<i>-And you picked this out?</i>
<i>-[Zack] I did.</i>"
"51","cue","00:03:00,305","00:03:02,432","<i>Wait. Huh? This is so gorgeous.</i>"
"52","cue","00:03:02,515","00:03:05,143","<i>I have to be honest.</i>
<i>I'm, like, so picky with rings.</i>"
"53","cue","00:03:05,226","00:03:07,353","<i>I didn't tell you I was</i>
<i>until you give me a gold band.</i>"
"54","cue","00:03:07,437","00:03:11,065","<i>[laughing] What? I secretly am,</i>
<i>but this is so beautiful--</i>"
"55","cue","00:03:11,149","00:03:12,775","<i>[Zack whispers] Do you want a kiss?</i>"
"56","cue","00:03:13,568","00:03:15,570","<i>Just a hug for now. [laughs]</i>"
"57","cue","00:03:15,653","00:03:17,780","<i>I think it's a lot for me at this point.</i>"
"58","cue","00:03:18,531","00:03:19,490","<i>But thank you.</i>"
"59","cue","00:03:20,158","00:03:22,035","<i>I'm completely shocked.</i>"
"60","cue","00:03:22,118","00:03:25,371","<i>[laughing] I had no idea</i>
<i>what Zack looked like.</i>"
"61","cue","00:03:26,289","00:03:28,333","<i>And it's gonna take me</i>
<i>some time to get used to.</i>"
"62","cue","00:03:28,416","00:03:30,627","<i>[laughing] I thought</i>
<i>he'd be a little more normal.</i>"
"63","cue","00:03:30,710","00:03:34,797","<i>-[""What Can I Do Right"" playing]</i>
<i>-</i><span style=""style2"">♪ You feel your heartbeat pumping… ♪</i>"
"64","cue","00:03:37,842","00:03:42,055","<i>♪ You watch your breath</i>
<i>Go cold ♪ </i><span style=""style1"">[exhales]</i>"
"65","cue","00:03:43,598","00:03:44,849","<i>Yeah, I still love Irina.</i>"
"66","cue","00:03:45,808","00:03:46,976","<i>I just wanna look at her eyes,</i>"
"67","cue","00:03:47,060","00:03:49,520","<i>and I don't think</i>
<i>she was quite ready for, uh,</i>"
"68","cue","00:03:50,063","00:03:51,731","<i>for having that much eye contact.</i>"
"69","cue","00:03:51,814","00:03:53,942","<i>She said I looked</i>
<i>like a cartoon character.</i>"
"70","cue","00:03:54,025","00:03:59,072","<i>Um, which I don't know</i>
<i>if that was a compliment or not.</i>"
"71","cue","00:03:59,155","00:04:01,241","<i>I think it was intended to be?</i>"
"72","cue","00:04:01,324","00:04:04,118","<i>-I think this is gonna be really fun.</i>
<i>-I hope so.</i>"
"73","cue","00:04:04,202","00:04:05,954","<i>I think we're in for a wild adventure.</i>"
"74","cue","00:04:06,537","00:04:07,872","<i>I think so too. [sighs]</i>"
"75","cue","00:04:11,000","00:04:13,044","<i>[laughing] Maybe if</i>
<i>you could start blinking more…</i>"
"76","cue","00:04:13,127","00:04:14,837","<i>Stop making fun of that.</i>"
"77","cue","00:04:14,921","00:04:16,714","<i>-You stare at me. You go like this…</i>
<i>-I know.</i>"
"78","cue","00:04:16,798","00:04:17,882","<i>That's creepy!</i>"
"79","cue","00:04:17,966","00:04:19,550","<i>-You're creepy.</i>
<i>-I'm just kidding.</i>"
"80","cue","00:04:19,634","00:04:24,097","<i>-[""There Will Be Fire"" playing]</i>
<span style=""style2"">-♪ There will be fire ♪</i>"
"81","cue","00:04:25,223","00:04:27,433","<i>♪ Fire! ♪</i>"
"82","cue","00:04:27,517","00:04:31,396","<i>♪ There will be fire ♪</i>"
"83","cue","00:04:31,479","00:04:33,815","<i>[vocalizing]</i>"
"84","cue","00:04:35,483","00:04:37,110","<i>[""Sunlight"" by Tangerine Moon playing]</i>"
"85","cue","00:04:39,195","00:04:41,698","<i>♪ I'm gonna get away, yeah ♪</i>"
"86","cue","00:04:41,781","00:04:43,783","<i>♪ Gonna get away from all of this ♪</i>"
"87","cue","00:04:43,866","00:04:46,369","<i>♪ To a place where the sunlight shines ♪</i>"
"88","cue","00:04:46,452","00:04:48,204","<i>♪ My life is finally mine ♪</i>"
"89","cue","00:04:48,288","00:04:49,664","<i>♪ Gonna get away… ♪</i>"
"90","cue","00:04:49,747","00:04:50,999","<i>Five couples fell in love</i>"
"91","cue","00:04:51,082","00:04:53,084","{\an8}<i>and got engaged sight unseen.</i>"
"92","cue","00:04:53,167","00:04:54,919","{\an8}<i>-Hi!</i>
<i>-Hey.</i>"
"93","cue","00:04:55,003","00:04:57,130","{\an8}<i>Oh, my God!</i>"
"94","cue","00:04:58,756","00:05:01,301","{\an8}<i>[Vanessa] After finally seeing each other</i>
<i>for the first time,</i>"
"95","cue","00:05:01,384","00:05:03,720","{\an8}<i>they are now headed to Mexico,</i>
<i>where they will discover</i>"
"96","cue","00:05:03,803","00:05:07,098","{\an8}<i>if their physical connection</i>
<i>is as strong as their emotional one.</i>"
"97","cue","00:05:07,181","00:05:10,518","{\an8}<i>[Chelsea] First test.</i>
<i>Can you get 300 pounds of luggage?</i>"
"98","cue","00:05:10,601","00:05:11,602","{\an8}<i>[Kwame chuckles]</i>"
"99","cue","00:05:11,686","00:05:14,397","{\an8}<i>Thanks, bro. You and your 97 bags.</i>
<i>[chuckles]</i>"
"100","cue","00:05:14,480","00:05:16,858","{\an8}<i>I was like, ""Good thing Paul</i>
<i>only has a backpack."" [laughs]</i>"
"101","cue","00:05:16,941","00:05:19,235","<i>-[Paul] Oh, no. Rough.</i>
<i>-[Micah chuckles] Oh, no.</i>"
"102","cue","00:05:19,319","00:05:20,820","{\an8}<i>-I got it.</i>
<i>-[Irina] Wow.</i>"
"103","cue","00:05:20,903","00:05:23,156","<i>Love having a guy in my life</i>
<i>just for this reason.</i>"
"104","cue","00:05:23,239","00:05:24,365","<i>-[chuckles]</i>
<i>-Just for this.</i>"
"105","cue","00:05:26,409","00:05:28,286","<i>-[Marshall] All right.</i>
<i>-[Jackelina] Yes!</i>"
"106","cue","00:05:28,369","00:05:31,122","{\an8}<i>♪ …just a bit, that's how I like it… ♪</i>"
"107","cue","00:05:31,205","00:05:33,624","{\an8}<i>-Wait, I'm gonna try. I got you.</i>
<i>-Okay. Okay.</i>"
"108","cue","00:05:33,708","00:05:38,171","<i>Oh! Do you have more bags</i>
<i>than me, Brett? [chuckles]</i>"
"109","cue","00:05:38,254","00:05:39,672","<i>[man] Welcome to TRS Hotel.</i>"
"110","cue","00:05:39,756","00:05:41,549","<i>-Thank you. Oh, man.</i>
<i>-Oh, that breeze.</i>"
"111","cue","00:05:41,632","00:05:42,467","<i>[Kwame] Mm-hmm.</i>"
"112","cue","00:05:43,051","00:05:45,219","<i>[Nick] Until this point,</i>
<i>the only thing that's mattered</i>"
"113","cue","00:05:45,303","00:05:47,388","<i>is who they are on the inside.</i>"
"114","cue","00:05:47,472","00:05:48,765","<i>-Oh, this is so cute.</i>
<i>-Ooh!</i>"
"115","cue","00:05:50,725","00:05:52,101","<i>-Hey!</i>
<i>-[Jackelina laughs]</i>"
"116","cue","00:05:52,185","00:05:55,188","<i>-Yes!</i>
<i>-Oh, my gosh.</i>"
"117","cue","00:05:55,938","00:05:56,898","<i>Do I look okay?</i>"
"118","cue","00:05:56,981","00:05:58,149","<i>You look great.</i>"
"119","cue","00:05:58,232","00:05:59,525","<i>Thank you.</i>"
"120","cue","00:05:59,609","00:06:02,195","<i>[Brett] You good. You good. You're good.</i>"
"121","cue","00:06:02,278","00:06:04,238","<i>[Vanessa] Will their looks or insecurities</i>"
"122","cue","00:06:04,322","00:06:05,907","<i>be too much for them to overcome?</i>"
"123","cue","00:06:06,491","00:06:07,700","<i>[Irina] Wait, this is so cute.</i>"
"124","cue","00:06:07,784","00:06:10,286","<i>[Zack] We're 100% gonna hang out</i>
<i>on that hammock.</i>"
"125","cue","00:06:10,370","00:06:12,205","<i>[chuckles] Ah!</i>"
"126","cue","00:06:12,288","00:06:14,749","<i>Their weddings are just four weeks away.</i>"
"127","cue","00:06:15,416","00:06:18,294","<i>And now,</i>
<i>their love will be put to the test.</i>"
"128","cue","00:06:18,378","00:06:19,754","<i>-[pops]</i>
<i>-[shouts, laughs]</i>"
"129","cue","00:06:19,837","00:06:22,006","<i>Will love be enough?</i>"
"130","cue","00:06:22,090","00:06:25,802","<i>-[""Looking Up"" playing]</i>
<i>-</i><span style=""style2"">♪ I wanna know what you have in store ♪</i>"
"131","cue","00:06:25,885","00:06:29,472","<i>♪ Like nothing that</i>
<i>You've ever seen before</i><span style=""style1"">… ♪</i>"
"132","cue","00:06:29,555","00:06:31,516","<i>[Micah] Oh, my gosh I love it.</i>"
"133","cue","00:06:31,599","00:06:34,185","{\an8}<i>You know what I've been, like,</i>
<i>cracking up over? Our reveal.</i>"
